,sentence,subject_entity,object_entity,label
30,이 전투는 매우 격렬했으며 사망한 병사들과 파괴된 군용 차량 몇 대가 다리에 놓여있는 것으로 설명됐다.,"{'word':'병사','start_idx':19,'end_idx':20,'type':'PER'}","{'word':'군용 차량','start_idx':28,'end_idx':32,'type':'ORG'}",no_relation
31,독립 이후 우크라이나 소비에트 사회주의 공화국은 1991년 8월 24일 국명을 우크라이나로 바꿨다고 통보했으며 벨라루스 소비에트 사회주의 공화국은 1991년 9월 19일 벨라루스 공화국으로 바꿨다고 유엔에 통보했다.,"{'word':'벨라루스 공화국','start_idx':95,'end_idx':102,'type':'ORG'}","{'word':'우크라이나','start_idx':44,'end_idx':48,'type':'ORG'}",no_relation
32,"그리고 동방 정교회는 8%를 구성하고, 다른 기독교인들은 유럽 연합 인구의 4%를 차지한다.","{'word':'동방 정교회','start_idx':4,'end_idx':9,'type':'ORG'}","{'word':'유럽 연합','start_idx':32,'end_idx':36,'type':'ORG'}",no_relation
33,"옐친은 선거 운동에서 소련의 ""중앙정부 독재""를 비판했으나 민영화 도입에 대해서는 말하지 않았다.","{'word':'옐친','start_idx':0,'end_idx':1,'type':'PER'}","{'word':'소련','start_idx':12,'end_idx':13,'type':'ORG'}",no_relation
34,우크라이나의 대표적인 산은 카르파티아 산맥으로서 우크라이나 서부에 위치한다.,"{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'카르파티아 산맥','start_idx':15,'end_idx':22,'type':'LOC'}",no_relation
35,9월 5일에서 7일 사이엔 키예프에서 1932-1933년 우크라이나 대기근에 대한 국제 심포지엄이 열렸다.,"{'word':'국제 심포지엄','start_idx':46,'end_idx':52,'type':'EVE'}","{'word':'키예프','start_idx':15,'end_idx':17,'type':'LOC'}",eve:place
36,에스토니아가 탈린 시간으로 1991년 8월 20일 오후 11시 3분에 8월 쿠데타가 진행되는 도중 독립을 선포하고 많은 에스토니아인들이 탈린 텔레비전탑으로 몰려가 소련군이 포위점령하기 전에 먼저 장악하여 소련군간의 통신을 끊으러 시도했다.,"{'word':'8월 쿠데타','start_idx':39,'end_idx':44,'type':'EVE'}","{'word':'1991년 8월 20일','start_idx':15,'end_idx':26,'type':'DAT'}",eve:date
37,"2월 27일 오후, 시니예후보프는 우크라이나군이 도시를 완전히 장악했다고 발표했다.","{'word':'시니예후보프','start_idx':11,'end_idx':16,'type':'PER'}","{'word':'우크라이나군','start_idx':19,'end_idx':24,'type':'ORG'}",no_relation
38,"우익 섹터는 2014년 3월 22일에 정당으로 되었고, 당시에 1만 명의 당원을 가지고 있는 걸로 추산되었다.","{'word':'우익 섹터','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'2014년 3월 22일','start_idx':7,'end_idx':18,'type':'DAT'}",no_relation
39,"1957년 창립 회원국은 네덜란드, 서독(현재의 독일), 룩셈부르크, 벨기에, 이탈리아, 프랑스 총 여섯 국가이다.","{'word':'룩셈부르크','start_idx':32,'end_idx':36,'type':'ORG'}","{'word':'이탈리아','start_idx':44,'end_idx':47,'type':'ORG'}",no_relation
40,야로시는 우익 섹터가 우크라이나 디아스포라에서 일부 자금 지원을 받았다고 말했다.,"{'word':'우크라이나 디아스포라','start_idx':12,'end_idx':22,'type':'ORG'}","{'word':'우익 섹터','start_idx':5,'end_idx':9,'type':'ORG'}",org:friendly
41,"1993년부터 1997년 사이엔 기타 공화국들이 +375(벨라루스), +380(우크라이나)같은 새로운 국가번호를 부여받았다.","{'word':'우크라이나','start_idx':44,'end_idx':48,'type':'ORG'}","{'word':'벨라루스','start_idx':32,'end_idx':35,'type':'ORG'}",no_relation
42,1990년 3월엔 최고 소비에트 의장에 뮈탈리보프가 올라갔다.,"{'word':'소비에트','start_idx':13,'end_idx':16,'type':'PER'}","{'word':'1990년 3월','start_idx':0,'end_idx':7,'type':'DAT'}",no_relation
43,신문 우크라인스카 프라우다는 세바스토폴의 우크라이나 해군 빌딩은 러시아군의 포위 공격을 받고 있다고 전했다.,"{'word':'세바스토폴','start_idx':16,'end_idx':20,'type':'ORG'}","{'word':'해군 빌딩','start_idx':29,'end_idx':33,'type':'ORG'}",org:property
44,2013년 8월 중순 러시아는 8월 14일 연방세관부가 우크라이나의 모든 상품 수입 금지와 같은 우크라이나에 대한 수입 관세 법률을 바꿨다.,"{'word':'러시아','start_idx':12,'end_idx':14,'type':'ORG'}","{'word':'우크라이나','start_idx':31,'end_idx':35,'type':'ORG'}",no_relation
45,7월 31일 밤에는 발트해의 소련 군사 본부가 있는 리가에서 OMON 특수부대 요원이 메디닝카이에 있는 리투아니아의 국경 초소를 공격하여 리투아니아 경찰 6명이 사망했다.,"{'word':'리투아니아','start_idx':58,'end_idx':62,'type':'ORG'}","{'word':'국경 초소','start_idx':65,'end_idx':69,'type':'ORG'}",org:property
46,쿠데타 주동자들은 옐친을 체포하러 했으나 실패하였고 옐친은 전차 위에 올라타 쿠데타에 반대하는 연설을 하였다.,"{'word':'쿠데타 주동자들','start_idx':0,'end_idx':7,'type':'PER'}","{'word':'옐친','start_idx':29,'end_idx':30,'type':'PER'}",no_relation
47,"미국과 소련 그리고 비핵보유국가의 논쟁은 1968년 6월 19일 미, 영, 소 3국이 '적극적 안전보장'을 유엔안보리에 제출, 발표함으로써 NPT의 구성이 완료가 되었다","{'word':'미국','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'소련','start_idx':4,'end_idx':5,'type':'ORG'}",no_relation
48,9월 30일엔 키예프에서 10만명이 모여 고르바초프의 신연방 조약에 반대하는 시위가 열렸다.,"{'word':'고르바초프','start_idx':23,'end_idx':27,'type':'PER'}","{'word':'키예프','start_idx':8,'end_idx':10,'type':'ORG'}",no_relation
49,EU의 주요 회원국은 우크라이나와의 협력 강화 합의안에 서명하였고 미국은 여행 금지 제재 대상에 러시아인 20명과 푸틴 대통령의 돈줄로 알려진 은행 1곳을 추가했다.,"{'word':'푸틴','start_idx':64,'end_idx':65,'type':'PER'}","{'word':'대통령','start_idx':67,'end_idx':69,'type':'POH'}",per:title
50,또한 쿠데타 세력들은 외국 방송에 대한 전파방해를 하지 않아 많은 모스크바 시민들은 CNN 방송을 통해 소식을 들었다.,"{'word':'모스크바','start_idx':37,'end_idx':40,'type':'ORG'}","{'word':'CNN 방송','start_idx':47,'end_idx':52,'type':'POH'}",no_relation
51,2013년 11월 25일 우크라이나 정부가 EU와 진행 중인 일련의 협상건을 전면 중단하면서 수도 키예프에서 시민들의 자발적인 시위가 촉발되었다.,"{'word':'EU','start_idx':24,'end_idx':25,'type':'ORG'}","{'word':'키예프','start_idx':55,'end_idx':57,'type':'ORG'}",no_relation
52,"시위대들은 2013년 11월 30일 대규모 공격을 시작하면서 ""우크라이나의 운명을 바꾸기 위해"" 참여한다고 언급했다.","{'word':'시위대','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'우크라이나','start_idx':35,'end_idx':39,'type':'ORG'}",no_relation
53,이어 G7 국가는 공동 설명을 내어 러시아의 조치를 비판했으며 6월 소치에서 열릴 G8 정상회의에 대한 준비에도 불참하겠다고 밝혔다.,"{'word':'G7 국가','start_idx':3,'end_idx':7,'type':'ORG'}","{'word':'러시아','start_idx':20,'end_idx':22,'type':'ORG'}",no_relation
54,"2022년 2월 24일 러시아군의 전차 및 부대가 수미로 이동하기 시작했고, 현지 시각 새벽 3시부터 외각에서의 전투가 시작되었다.","{'word':'러시아군','start_idx':13,'end_idx':16,'type':'ORG'}","{'word':'2022년 2월 24일','start_idx':0,'end_idx':11,'type':'DAT'}",no_relation
55,"리투아니아에서 유혈 충돌이 일어난 후, 라트비아군은 즉시 리가에서 주요 도로와 다리 곳곳을 바리케이드로 막아 방어하는 등 방어 조직을 설치하는 바리케이드 사건이 일어났다. 하지만 1월 20일 소련군이 라트비아 내무부 건물을 공격하여 유혈로 장악, 민간인 4명이 사망하고 수십명이 부상을 입었다.","{'word':'소련군','start_idx':107,'end_idx':109,'type':'ORG'}","{'word':'라트비아군','start_idx':22,'end_idx':26,'type':'ORG'}",org:hostile
56,우크라이나군은 또한 러시아 연료 트럭 호송대를 괴멸시켰다고 주장했다.,"{'word':'우크라이나군','start_idx':0,'end_idx':5,'type':'ORG'}","{'word':'러시아','start_idx':11,'end_idx':13,'type':'ORG'}",org:hostile
57,"아침 늦게 러시아군이 하르키우에 진입했고 올레흐 시니예후보프는 도시 내에서 격렬한 전투가 벌어지고 있다고 말했으며, 내무부 고문인 안톤 게라셴코는 도시 중심부에서 시가전이 진행 중이라고 주장했다.","{'word':'내무부','start_idx':65,'end_idx':67,'type':'ORG'}","{'word':'안톤 게라셴코','start_idx':73,'end_idx':79,'type':'PER'}",org:top_members/employees
58,바쿠 시민 거의 대부분이 순교자의 골목에 묻힌 '순교자'들의 집단장례식에 참여하였다.,"{'word':'집단장례식','start_idx':34,'end_idx':38,'type':'EVE'}","{'word':'순교자','start_idx':27,'end_idx':29,'type':'PER'}",no_relation
59,며칠 이후에는 대학생 거의 대부분이 시위 대열에 합류했다.,"{'word':'시위 대열','start_idx':20,'end_idx':24,'type':'ORG'}","{'word':'대학생','start_idx':8,'end_idx':10,'type':'PER'}",no_relation
60,"7월 16일 올라온 우크라이나 주권 선언 안건에서 찬성 355표, 반대 4표의 압도적 찬성율로 통과되었다.","{'word':'우크라이나 주권 선언 안건','start_idx':11,'end_idx':24,'type':'EVE'}","{'word':'7월 16일','start_idx':0,'end_idx':5,'type':'DAT'}",eve:date
61,"만약 소련 연방정부가 반대했다 쳐도, 12월도 채 되지 않아 영향력을 완전히 상실했기 때문에 반대가 어떤 의미도 없었을 것이었다.","{'word':'연방정부','start_idx':6,'end_idx':9,'type':'ORG'}","{'word':'소련','start_idx':3,'end_idx':4,'type':'ORG'}",org:member_of
62,일본의 대러시아 제재는 미국 및 유럽 등 서방국가에 비해 늦고 그 규모가 정확히 명시되어 있지 않았는데 이는 일본이 쿠릴열도 협상을 진행 중인데다 러시아로부터 에너지 수입량을 크게 늘린 상태이기 때문으로 풀이된다.,"{'word':'일본','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'러시아','start_idx':82,'end_idx':84,'type':'ORG'}",no_relation
63,이후 이 봉기는 전국적인 봉기로 확대되었으며 세계 각국은 우크라이나 정부의 폭력 진압을 규탄했다.,"{'word':'세계 각국','start_idx':25,'end_idx':29,'type':'ORG'}","{'word':'우크라이나 정부','start_idx':32,'end_idx':39,'type':'ORG'}",no_relation
64,유럽 연합은 회원국 전체에 적용되는 표준화된 법을 통해 유럽 단일 시장을 발전시키고 있다.,"{'word':'유럽 연합','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'유럽','start_idx':31,'end_idx':32,'type':'ORG'}",no_relation
65,8월 24일엔 고르바초프가 소련 공산당 중앙위원회를 해산시키고 당서기 직에 사임했으며 연방정부 내 모든 공산당 조직을 해체시켰다.,"{'word':'고르바초프','start_idx':8,'end_idx':12,'type':'PER'}","{'word':'소련 공산당 중앙위원회','start_idx':15,'end_idx':26,'type':'ORG'}",no_relation
66,2010년 6월 현재 가맹국은 미국·러시아·중국·영국·프랑스 등 핵보유국을 비롯한 189개국이다.,"{'word':'중국','start_idx':24,'end_idx':25,'type':'ORG'}","{'word':'가맹국','start_idx':12,'end_idx':14,'type':'ORG'}",org:member_of
67,게다가 조약의 비당사국들은 오히려 NPT의 틈새를 이용하여 핵국가와 비핵국가 사이에서 이익을 추구해왔으며 핵개발에 앞장서 왔다.,"{'word':'비당사국','start_idx':8,'end_idx':11,'type':'ORG'}","{'word':'핵국가','start_idx':33,'end_idx':35,'type':'ORG'}",no_relation
68,이튿날 유럽 의회는 크림 공화국의 독립에 관련된 개정을 불인정하겠다고 천명했으며 국제법과 우크라이나 헌법에 불합치한다고 선을 그었다.,"{'word':'우크라이나','start_idx':50,'end_idx':54,'type':'ORG'}","{'word':'크림 공화국','start_idx':11,'end_idx':16,'type':'ORG'}",no_relation
69,"이 안은 소련 내 공동경제로 큰 경제적 혜택을 보고 있던 중앙아시아 공화국들이 강력하게 지지했다. 하지만 이는 경제적, 사회적으로 어느 정도 공산당이 계속 지배하고 있음을 뜻하는 것이었다.","{'word':'소련','start_idx':5,'end_idx':6,'type':'ORG'}","{'word':'중앙아시아 공화국','start_idx':32,'end_idx':40,'type':'ORG'}",no_relation
70,루스 카간국으로부터 키예프 대공국으로 이어진 우크라이나는 튀르크족·몽골족 등의 오랜 지배를 받았다.,"{'word':'루스 카간국','start_idx':0,'end_idx':5,'type':'ORG'}","{'word':'키예프 대공국','start_idx':11,'end_idx':17,'type':'ORG'}",no_relation
71,2022년 2월 25일에 우크라이나 군대는 아이다르강을 건너기 위해 준비중인 러시아군 종대를 궤멸하였다고 주장하고 있다.,"{'word':'우크라이나 군대','start_idx':14,'end_idx':21,'type':'ORG'}","{'word':'러시아군 종대','start_idx':43,'end_idx':49,'type':'ORG'}",org:hostile
72,"9월 8일엔 리비우에서 1933년 이후 처음으로 ""그리스도 청년단"" 행진 집회가 열렸다.","{'word':'행진 집회','start_idx':38,'end_idx':42,'type':'EVE'}","{'word':'리비우','start_idx':7,'end_idx':9,'type':'LOC'}",eve:place
73,"2014년 1월 25일부터 시위대들은 광범위한 인권 억압, 권력 남용, 정부 부패 인식 등에도 항의하기 시작했다.","{'word':'시위대','start_idx':15,'end_idx':17,'type':'ORG'}","{'word':'정부','start_idx':40,'end_idx':41,'type':'ORG'}",no_relation
74,러시아 정교회 측은 이 안건을 비토하였다.,"{'word':'정교회','start_idx':4,'end_idx':6,'type':'ORG'}","{'word':'러시아','start_idx':0,'end_idx':2,'type':'ORG'}",org:member_of
75,"2012년 3월 30일, EU와 우크라이나 간 위원회 계약 체결이 시작되었다.","{'word':'위원회 계약 체결','start_idx':26,'end_idx':34,'type':'EVE'}","{'word':'2012년 3월 30일','start_idx':0,'end_idx':11,'type':'DAT'}",eve:date
76,러시아군은 러시아-우크라이나 국경 근처에 위치한 우크라이나 수미를 점령했다.,"{'word':'러시아','start_idx':6,'end_idx':8,'type':'ORG'}","{'word':'우크라이나','start_idx':10,'end_idx':14,'type':'ORG'}",org:hostile
77,"남쪽과 남동쪽으로는 흑해와 아조프 해, 동쪽과 북동쪽으로는 러시아, 북쪽과 북서쪽으로는 벨라루스, 서쪽으로는 폴란드, 슬로바키아, 헝가리, 남서쪽으로는 루마니아, 몰도바와 접한다.","{'word':'폴란드','start_idx':61,'end_idx':63,'type':'ORG'}","{'word':'슬로바키아','start_idx':66,'end_idx':70,'type':'ORG'}",no_relation
78,1991년 말까지 러시아가 인수인계하지 않은 소련 연방 기관은 운영을 중지했고 개별 공화국은 중앙정부로 승격되어 통치를 시작했다.,"{'word':'소련 연방 기관','start_idx':25,'end_idx':32,'type':'ORG'}","{'word':'러시아','start_idx':10,'end_idx':12,'type':'ORG'}",no_relation
79,"3월 1일 미국의 버락 오바마 대통령은 ""러시아의 군사 행동에는 대가가 따를 것""이라며 이를 규탄하는 성명을 발표하였다.","{'word':'버락 오바마','start_idx':10,'end_idx':15,'type':'PER'}","{'word':'대통령','start_idx':17,'end_idx':19,'type':'POH'}",per:title
80,우크라이나와 EU 간의 불화가 지속되고 있는 가운데 유로마이단은 EU 자체에 있어서 상징적인 의미를 갖는다.,"{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'EU','start_idx':7,'end_idx':8,'type':'ORG'}",no_relation
81,하지만 이같은 회담 결정에도 빈번하게 흑해 함대 및 소련군 관할권 문제로 두 국가는 분쟁을 겪었다.,"{'word':'소련군','start_idx':29,'end_idx':31,'type':'ORG'}","{'word':'흑해 함대','start_idx':21,'end_idx':25,'type':'ORG'}",no_relation
82,"8월 30일, 바야초프 제1서기가 모스크바로 송환되었고 이후 당내 자유투표를 통해 다음 제1서기에 아야즈 뮈탈리보프가 등극하였다.","{'word':'바야초프','start_idx':8,'end_idx':11,'type':'PER'}","{'word':'제1서기','start_idx':13,'end_idx':16,'type':'POH'}",per:title
83,결국 2014년 2월 18일 키이우에서 2만명의 시민이 우크라이나 헌법을 2004년의 헌법으로 되돌릴 것을 요구하면서 대규모 시위를 벌였다.,"{'word':'키이우','start_idx':16,'end_idx':18,'type':'ORG'}","{'word':'우크라이나','start_idx':31,'end_idx':35,'type':'ORG'}",org:member_of
84,"2월 25일 오전 1시 39분, 러시아군이 도시에서 후퇴했다고 보고되었다.","{'word':'러시아군','start_idx':18,'end_idx':21,'type':'ORG'}","{'word':'2월 25일','start_idx':0,'end_idx':5,'type':'DAT'}",no_relation
85,"유럽 연합(, , , EU)은 주로 유럽에 위치한 27개의 회원국 간의 정치 및 경제 통합체이다.","{'word':'유럽 연합','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'EU','start_idx':12,'end_idx':13,'type':'ORG'}",org:alternate_names
86,시위는 계속 커져 현재 우크라이나의 대통령 빅토르 야누코비치와 아자로프 제2정부의 해임을 요구하고 있다.,"{'word':'빅토르 야누코비치','start_idx':24,'end_idx':32,'type':'PER'}","{'word':'대통령','start_idx':20,'end_idx':22,'type':'POH'}",per:title
87,"8월 23일, 고르바초프와 옐친은 회담을 가져 둘이 소련을 연정하여 통치하는 데 합의하였다.","{'word':'옐친','start_idx':15,'end_idx':16,'type':'PER'}","{'word':'고르바초프','start_idx':8,'end_idx':12,'type':'PER'}",no_relation
88,세계 최대 규모의 항공기 안토노프 An-225가 전투 개시 시점에 공항에 있었다.,"{'word':'공항','start_idx':37,'end_idx':38,'type':'ORG'}","{'word':'안토노프','start_idx':14,'end_idx':17,'type':'ORG'}",no_relation
89,"2013년 11월 29일, 폴란드 포드카르파츠키에주에 위치한 우크라이나 국경 도시 메디카(, )에서 폴란드인들과 우크라이나인들이 국경선 옆에서 손을 잡고 시위를 벌였다.","{'word':'메디카','start_idx':46,'end_idx':48,'type':'ORG'}","{'word':'우크라이나','start_idx':34,'end_idx':38,'type':'ORG'}",org:member_of
90,경제력과 정치력 면에서 러시아 다음으로 2위의 세력을 가지던 우크라이나가 탈퇴함으로써 소련을 일부 제한된 규모로라도 유지하고자 했던 고르바초프의 노력은 물거품이 되었다.,"{'word':'고르바초프','start_idx':74,'end_idx':78,'type':'ORG'}","{'word':'우크라이나','start_idx':34,'end_idx':38,'type':'ORG'}",no_relation
91,EU와의 무역 협정을 서명하는 것을 막기 위해 정치인들에게 무역 전쟁의 시작이 도래했냐는 것을 물어보는 뜻의 메시시를 전했다.,"{'word':'EU','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'정치인','start_idx':26,'end_idx':28,'type':'PER'}",no_relation
