,sentence,subject_entity,object_entity,label
32,소련의 붕괴는 1991년 12월 26일 소련 최고평의회의 142-Н 선언으로 일어났다.,"{'word':'소련 최고평의회','start_idx':22,'end_idx':29,'type':'ORG'}","{'word':'소련','start_idx':0,'end_idx':1,'type':'ORG'}",org:member_of
33,1986년에서 1987년 사이 라트비아는 개혁을 요구하면서 발트 3국의 운동에 선두에 서 있었다.,"{'word':'라트비아','start_idx':17,'end_idx':20,'type':'ORG'}","{'word':'1986년','start_idx':0,'end_idx':4,'type':'DAT'}",no_relation
34,카자흐 SSR 정부는 이 소요사태로 자원군 경찰과 학생을 포함해 2명이 사망했다고 주장한다.,"{'word':'카자흐 SSR 정부','start_idx':0,'end_idx':9,'type':'ORG'}","{'word':'자원군','start_idx':20,'end_idx':22,'type':'ORG'}",no_relation
35,"10월 21일엔 버루에서 1918년부터 1920년까지 있었던 에스토니아 독립 전쟁에 사망한 사람들을 추모하는 시위가 일어났는데, 시위대와 민병대와 큰 충돌이 일어났다.","{'word':'에스토니아 독립 전쟁','start_idx':34,'end_idx':44,'type':'EVE'}","{'word':'1918년','start_idx':14,'end_idx':18,'type':'DAT'}",eve:date
36,"또한 가난하고 교육 수준이 낮은 러시아인들이 아세톤, 메탄올, 향수 등과 같이 건강에 해로운 알코올 대체제를 마시고 중독되는 사례가 늘어나면서 소련의 보건의료 분야 지출에도 심각한 부담을 안겼다.","{'word':'소련','start_idx':80,'end_idx':81,'type':'ORG'}","{'word':'러시아','start_idx':18,'end_idx':20,'type':'ORG'}",no_relation
37,"대한제국 정부의 정통성을 계승한 대한민국 정부 존중, 현재 유엔 체제 하의 북한 정부의 독립성 인정, 북한이 핵 위협을 점진적으로 안정적으로 해소하는 노력을 기울이는 것을 지지, 일제 강점기 한국 민족의 국권 회복 운동 존중, 미•러 외교 관계 개선 및 한국전쟁의 과거 냉전사 종식 지지, 남북한이 서로 합의하는 평화 통합의 정치적 노력 지지, 통합 한국과 개혁적 러시아의 상업 경제, 정당 의회 외교, 문화, 생태 환경, 자원 등 방면의 교류 협력 증진 기대","{'word':'대한민국','start_idx':18,'end_idx':21,'type':'ORG'}","{'word':'북한','start_idx':42,'end_idx':43,'type':'ORG'}",no_relation
38,"또한 정치국에선 폴란드와 체코슬로바키아의 공산정권을 유지하기 위해 무력을 사용하는 것은 사실상 불가능하다고 결론내렸으나, 이러한 공산정권 붕괴가 소련에게까지 이저지진 않을 것이라고 내다봤다.","{'word':'폴란드','start_idx':9,'end_idx':11,'type':'ORG'}","{'word':'체코슬로바키아','start_idx':14,'end_idx':20,'type':'ORG'}",no_relation
39,"실제로 소련의 간섭에서 벗어나려는 시도는 1956년 헝가리 혁명이나 1968년 체코슬로바키아 침공처럼 소련군으로 강제로 진압당했다. 하지만, 고르바초프는 중앙유럽에 대한 의무적 개입을 강제하는 브레즈네프 독트린이 억압적이며 소모가 크다고 폐기했고 중앙유럽에 대해 개입하지 않겠다고 선언했다.","{'word':'헝가리 혁명','start_idx':29,'end_idx':34,'type':'EVE'}","{'word':'1956년','start_idx':23,'end_idx':27,'type':'DAT'}",eve:date
40,"모스크바 시간 기준 2015년 5월 12일, 암살당한 야당인사 보리스 넴초프가 한때 이끌었던 자유주의 성향의 야당 러시아 공화당-인민자유당(RPR-PARNAS)은 보리스 넴초프가 작성한 러시아의 우크라이나 사태 개입 관련 보고서를 공개했고, 전체 64페이지 분량의 이 보고서에는 우크라이나 동부 돈바스 지역에서의 우크라이나 정부군과 친(親)러시아 분리주의 반군 간 전투에 러시아군이 친러시아 분리주의 반군을 도와 참여한 증거와 피해 규모 등이 들어가 있다.","{'word':'보리스 넴초프','start_idx':35,'end_idx':41,'type':'PER'}","{'word':'우크라이나','start_idx':175,'end_idx':179,'type':'ORG'}",no_relation
41,"1986년 12월, 카자흐스탄 공산당 제1서기가 고르바초프의 압박으로 카자흐인인 딘무함마드 쿠나예프가 러시아 SFSR 소속의 제나디 콜빈으로 바뀐 것에 반발해 카자흐 SSR 알마아타에 소요사태가 일어났다.","{'word':'제나디 콜빈','start_idx':70,'end_idx':75,'type':'PER'}","{'word':'제1서기','start_idx':21,'end_idx':24,'type':'POH'}",per:title
42,"1989년 10월 25일, 최고 소비에트는 그동안 비민주적인 처사라는 비판을 들었던, 총선 및 지방선거의 공산당 전용 특별 의석 제도를 없애기로 한다는 결의안을 냈다.","{'word':'공산당','start_idx':59,'end_idx':61,'type':'ORG'}","{'word':'1989년 10월 25일','start_idx':0,'end_idx':12,'type':'DAT'}",no_relation
43,"8월 19일엔 60만명의 시위대가 바쿠의 레닌광장에 모여 자치권 확대, 정치범 석방을 요구했다.","{'word':'레닌광장','start_idx':23,'end_idx':26,'type':'ORG'}","{'word':'바쿠','start_idx':19,'end_idx':20,'type':'ORG'}",org:member_of
44,"결과로서 몇몇의 나라들은 러시아에 허용을 강요하고, 더 많은 나라들이 우크라이나 친러시아 분쟁과 러시아의 다음의 군사 중재에 이어 따랐다.","{'word':'러시아','start_idx':14,'end_idx':16,'type':'ORG'}","{'word':'우크라이나','start_idx':39,'end_idx':43,'type':'ORG'}",no_relation
45,"1988년 2월 20일, 아제르바이잔 SSR에서 아르메니아인 다수 거주 구역인 나고르노카라바흐 자치주의 수도 스테파나케르트에서 시위가 7일 넘게 이어지자, 지역 소비에트는 아제르바이잔에서 독립하여 아르메니아 SSR에 합병한다는 안을 통과했다.","{'word':'스테파나케르트','start_idx':61,'end_idx':67,'type':'ORG'}","{'word':'나고르노카라바흐 자치주','start_idx':44,'end_idx':55,'type':'ORG'}",org:member_of
46,이 선언문은 모든 소련의 공화국의 독립을 인정하며 독립국가연합(CIS) 수립을 허용하는 안이었다.,"{'word':'독립국가연합','start_idx':28,'end_idx':33,'type':'ORG'}","{'word':'CIS','start_idx':35,'end_idx':37,'type':'ORG'}",org:alternate_names
47,"소련 공산당은 선거 결과 6개 공화국에서 완전 패배, 권력을 잃었다.","{'word':'공산당','start_idx':3,'end_idx':5,'type':'ORG'}","{'word':'소련','start_idx':0,'end_idx':1,'type':'ORG'}",org:member_of
48,2월 11-12일엔 우크라이나어 학회 창립 총회가 열렸다.,"{'word':'창립 총회','start_idx':21,'end_idx':25,'type':'EVE'}","{'word':'2월 11','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
49,이날 밤 알마티엔 보안군과 시위대의 충돌이 계속되었다.,"{'word':'알마티엔 보안군','start_idx':5,'end_idx':12,'type':'ORG'}","{'word':'시위대','start_idx':15,'end_idx':17,'type':'ORG'}",org:hostile
50,이날 밤 이후로 2월 초까지 계속된 소련군과 아제르바이잔 간의 충돌로 130-147명 가량이 사망했다.,"{'word':'아제르바이잔','start_idx':25,'end_idx':30,'type':'ORG'}","{'word':'소련군','start_idx':20,'end_idx':22,'type':'ORG'}",org:hostile
51,"1988년 1월 15일, 클래식 거리의 미하이 에미네스쿠 흉상 앞에 열린 헌화 시위에서 아나톨 샬라루는 한 제안을 발표했다.","{'word':'헌화 시위','start_idx':41,'end_idx':45,'type':'EVE'}","{'word':'1988년 1월 15일','start_idx':0,'end_idx':11,'type':'DAT'}",eve:date
52,"2016년 3월 14일 블라디미르 푸틴 대통령이 시리아 아랍공화국에서 러시아 군사를 위하여 세운 파견이 크게 이루어지고, 시리아 아랍공화국으로부터 러시아 연방군의 주요 부분의 철수에 명령을 내린 그의 발표 후에 시리아 아랍공화국에서 배치된 러시아 연방군들은 지속적으로 시리아 아랍공화국 정부의 후원에서 활동적으로 움직이고 있다.","{'word':'블라디미르 푸틴','start_idx':13,'end_idx':20,'type':'PER'}","{'word':'대통령','start_idx':22,'end_idx':24,'type':'POH'}",per:title
53,5월 3일 열린 선거 전 행진에선 3만명의 사람들이 참여했다.,"{'word':'행진','start_idx':14,'end_idx':15,'type':'EVE'}","{'word':'5월 3일','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
54,"1987년 6월 14일, 라트비아 리가의 자유기념탑에 5,000명이 모여 1941년 스탈린의 라트비아인 강제 이주에 항의하는 시위를 열고 헌화했다.","{'word':'라트비아인 강제 이주','start_idx':52,'end_idx':62,'type':'EVE'}","{'word':'1941년','start_idx':41,'end_idx':45,'type':'DAT'}",eve:date
55,"1985년 5월, 고르바초프는 레닌그라드에서 개혁을 지지하고 수많은 알코올 의존증들에 대한 금주 캠패인에 대한 연설을 하였다.","{'word':'고르바초프','start_idx':10,'end_idx':14,'type':'PER'}","{'word':'1985년 5월','start_idx':0,'end_idx':7,'type':'DAT'}",no_relation
56,"다음 날인 12월 18일엔 시위대와 보안군, 자원군, 민병대 간 충돌로 소요사태로 바뀌었고 카자흐스탄 학생들은 대규모로 대치했다.","{'word':'카자흐스탄','start_idx':51,'end_idx':55,'type':'ORG'}","{'word':'12월 18일','start_idx':6,'end_idx':12,'type':'DAT'}",no_relation
57,"9월 8일부터 10일까진 키예프에서 열린 우크라이나 인민 운동, 일명 루흐 전선의 창립 총회에서 작가 이반 드라치가 당수로 취임하였다.","{'word':'인민 운동','start_idx':29,'end_idx':33,'type':'EVE'}","{'word':'키예프','start_idx':14,'end_idx':16,'type':'LOC'}",eve:place
58,8월 26일 푸틴 대통령은 민스크에서 페트로 포로셴코 우크라이나 대통령과 만나 상황을 논의하는 데 기꺼이 하였다.,"{'word':'페트로 포로셴코','start_idx':21,'end_idx':28,'type':'PER'}","{'word':'우크라이나 대통령','start_idx':30,'end_idx':38,'type':'POH'}",per:title
59,이 결정으로 12월 12일부터 25일까지 열릴 의회 정기국회에 헌법 개정안을 비준하기로 하였다.,"{'word':'의회 정기국회','start_idx':26,'end_idx':32,'type':'EVE'}","{'word':'12월 12일','start_idx':7,'end_idx':13,'type':'DAT'}",no_relation
60,"11월 26일엔 밀로슬라프 루바치비 추기경이 기도와 금식의 날을 선포하였고, 우크라이나 서부에선 교황 요한 바오로 2세와 고르바초프의 회담 전날에 수천명이 종교 행사에 참여했다.","{'word':'루바치비','start_idx':15,'end_idx':18,'type':'PER'}","{'word':'추기경','start_idx':20,'end_idx':22,'type':'POH'}",per:title
61,"2월 18일 예레반에서 시작된 일일 시위는 처음엔 사람들이 거의 없었으나, 매일 나고르노카라바흐 문제가 언급되자 시위대가 불어나기 시작했다.","{'word':'일일 시위','start_idx':17,'end_idx':21,'type':'EVE'}","{'word':'예레반','start_idx':7,'end_idx':9,'type':'LOC'}",eve:place
62,한편 5월 27일 리비우에선 리비우 지역 메모리얼 사회 모임 창립 총회가 열렸다.,"{'word':'창립 총회','start_idx':34,'end_idx':38,'type':'EVE'}","{'word':'5월 27일','start_idx':3,'end_idx':8,'type':'DAT'}",eve:date
63,"3월 12일엔 리비우에서 우크라이나 헬싱키 연합, 마리아 사회단체 밀로세르디아(Myloserdia)가 조직한 예비선거모임이 강제로 해산되었고 이 과정에서 300명이 구금되었다.","{'word':'우크라이나 헬싱키 연합','start_idx':14,'end_idx':25,'type':'ORG'}","{'word':'3월 12일','start_idx':0,'end_idx':5,'type':'DAT'}",no_relation
64,"6월 16일, 리비우에 6천-8천명의 사람들이 모여 6월 29일부터 열릴 제19차 공산당 총회 지역 대의원 명단을 더 이상 신뢰할 수 없다며 항의 시위를 열었다.","{'word':'항의 시위','start_idx':79,'end_idx':83,'type':'EVE'}","{'word':'6월 16일','start_idx':0,'end_idx':5,'type':'DAT'}",eve:date
65,1989년 5월 중순부터 9월까진 우크라이나의 그리스 정교회 단식투쟁 시위대가 모스크바의 아르바트 가에 시위를 열어 교회의 곤경에 대해 알렸다.,"{'word':'아르바트 가','start_idx':50,'end_idx':55,'type':'ORG'}","{'word':'모스크바','start_idx':44,'end_idx':47,'type':'ORG'}",org:member_of
66,"연방이 공식적으로 해체되기 일주일 전, 소련의 11개 공화국은 소련 해체에 합의하고 CIS 수립을 선언한 알마아타 조약에 서명했다.","{'word':'소련','start_idx':22,'end_idx':23,'type':'ORG'}","{'word':'공화국','start_idx':30,'end_idx':32,'type':'ORG'}",no_relation
67,"1986년 4월 26일, 우크라이나의 체르노빌에서 원자력 발전소 사고가 발생했다.","{'word':'원자력 발전소 사고','start_idx':28,'end_idx':37,'type':'EVE'}","{'word':'1986년 4월 26일','start_idx':0,'end_idx':11,'type':'DAT'}",eve:date
68,2월 22일에는 아스케란 충돌이라는 사건이 일어나 카라바흐 경찰에게 아제르바이잔인 2명이 사망했다.,"{'word':'아스케란 충돌','start_idx':9,'end_idx':15,'type':'EVE'}","{'word':'2월 22일','start_idx':0,'end_idx':5,'type':'DAT'}",eve:date
69,라트비아 인민 전선은 1988년 6월 창설되었다.,"{'word':'라트비아 인민 전선','start_idx':0,'end_idx':9,'type':'ORG'}","{'word':'1988년 6월','start_idx':12,'end_idx':19,'type':'DAT'}",no_relation
70,"1985년 3월 11일, 73세의 콘스탄틴 체르넨코 서기장이 사망한 지 3시간 후 열린 소련 공산당 정치국 선거에서 미하일 고르바초프가 소련 공산당 서기장에 선출되었다.","{'word':'미하일 고르바초프','start_idx':65,'end_idx':73,'type':'PER'}","{'word':'서기장','start_idx':83,'end_idx':85,'type':'POH'}",per:title
71,3월 18일 푸틴 대통령은 우크라이나 혁명이 시민쿠데타였다고 크림 연설을 꺼냈다.,"{'word':'푸틴','start_idx':7,'end_idx':8,'type':'PER'}","{'word':'대통령','start_idx':10,'end_idx':12,'type':'POH'}",per:title
72,1989년에 선출된 소련의 마지막 입법부 의원들은 향후 2년간 소련의 개혁 및 붕괴에 핵심적인 역할을 맡았다.,"{'word':'소련','start_idx':11,'end_idx':12,'type':'ORG'}","{'word':'입법부 의원','start_idx':19,'end_idx':24,'type':'PER'}",org:top_members/employees
73,이 사례와 같이 폴란드 인민 공화국이 제한된 민주주의를 도입하는 실험을 하게 되면서 결국 1989년 여름 바르샤바의 공산당 정권이 붕괴되었다.,"{'word':'공산당','start_idx':65,'end_idx':67,'type':'ORG'}","{'word':'바르샤바','start_idx':59,'end_idx':62,'type':'ORG'}",org:member_of
74,"6월 15일엔 아르메니아 최고 소비에트가 나고르노카라바흐를 공식적으로 아르메니아로 병합시키는 안을 공식적으로 발의, 승인했다.","{'word':'나고르노카라바흐','start_idx':23,'end_idx':30,'type':'ORG'}","{'word':'아르메니아','start_idx':8,'end_idx':12,'type':'ORG'}",no_relation
75,"발트의 길 또는 발트의 사슬(자유의 사슬이라고도 부름. , , , )은 1989년 8월 23일 발트 3국 지역에서 열린 평화 시위였다.","{'word':'평화 시위','start_idx':67,'end_idx':71,'type':'EVE'}","{'word':'1989년 8월 23일','start_idx':40,'end_idx':51,'type':'DAT'}",eve:date
76,"10월 2일, 인민전선은 공식적인 정치적 기반을 내세우며 이틀간의 총회를 열었다.","{'word':'총회','start_idx':37,'end_idx':38,'type':'EVE'}","{'word':'10월 2일','start_idx':0,'end_idx':5,'type':'DAT'}",eve:date
77,"1988년 12월 7일, 아르메니아에서 규모 M6.8의 지진이 일어나 25,000명에서 5만명이 사망했다.","{'word':'지진','start_idx':31,'end_idx':32,'type':'EVE'}","{'word':'아르메니아','start_idx':14,'end_idx':18,'type':'LOC'}",eve:place
78,리비우에선 수천명이 성 게오르기오스 성당 앞에 모여 감사 기도를 드렸다.,"{'word':'리비우','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'성 게오르기오스 성당 앞','start_idx':11,'end_idx':23,'type':'LOC'}",no_relation
79,이에 따라 정치적 급변사태를 맞은 고르바초프는 그 다음달에 지역 공산당을 다시 모스크바의 통제로 되돌려놓기 위해 리투아니아를 방문하러 시도한다.,"{'word':'고르바초프','start_idx':19,'end_idx':23,'type':'PER'}","{'word':'리투아니아','start_idx':63,'end_idx':67,'type':'ORG'}",no_relation
80,"1988년 에스토니아는 소련 내 처음으로 인민전선을 만들어 영향을 주기 시작했고, 국가 정책에 영향을 주기 시작하면서 발트 3국의 주역을 맡았다.","{'word':'에스토니아','start_idx':6,'end_idx':10,'type':'ORG'}","{'word':'1988년','start_idx':0,'end_idx':4,'type':'DAT'}",no_relation
81,"인민전선의 압력으로, 공산당 통치권은 서서히 양보를 해주기 시작했다.","{'word':'인민전선','start_idx':0,'end_idx':3,'type':'ORG'}","{'word':'공산당','start_idx':12,'end_idx':14,'type':'ORG'}",no_relation
82,9월엔 예레반에서 대규모 시위가 일어나고 소련군은 장갑차를 여러 대 투입하였다.,"{'word':'대규모 시위','start_idx':10,'end_idx':15,'type':'EVE'}","{'word':'예레반','start_idx':4,'end_idx':6,'type':'LOC'}",eve:place
83,"2월달엔 각 선거구 선거위원회에서 최종적으로 지구 후보 7,531명이 선발되었다.","{'word':'선거위원회','start_idx':11,'end_idx':15,'type':'ORG'}","{'word':'선거구','start_idx':7,'end_idx':9,'type':'ORG'}",org:member_of
84,"10월 4일, 고르바초프는 라트비아 공산당 제1서기를 보수파인 보리스 푸고에서 좀 더 자유주의적인 자니스 바그리스로 교체했다.","{'word':'자니스 바그리스','start_idx':55,'end_idx':62,'type':'PER'}","{'word':'제1서기','start_idx':24,'end_idx':27,'type':'POH'}",per:title
85,"1988년 6월 16일, 고르바초프는 에스토니아 공산당 제1서기를 '보수파' 지도자인 카를 바이노에서 소련의 니카라과 주재 대사이자 비교적 자유파에 서 있던 바이노 발랴스로 바꾸었다.","{'word':'바이노 발랴스','start_idx':88,'end_idx':94,'type':'PER'}","{'word':'제1서기','start_idx':31,'end_idx':34,'type':'POH'}",per:title
86,10월 15일 치뤄진 중앙위원회 회의에선 티호노프가 정치국원에 물러나고 탈리신이 후보국원이 되었다.,"{'word':'중앙위원회 회의','start_idx':12,'end_idx':19,'type':'EVE'}","{'word':'10월 15일','start_idx':0,'end_idx':6,'type':'DAT'}",eve:date
87,이 봉기는 조지아-압하스 분쟁의 시작이었다.,"{'word':'조지아','start_idx':6,'end_idx':8,'type':'ORG'}","{'word':'압하스','start_idx':10,'end_idx':12,'type':'ORG'}",org:hostile
