,sentence,subject_entity,object_entity,label
12,2004년 3월 14일에는 압도적인 표차로 재선되었다.,"{'word':'재선','start_idx':24,'end_idx':25,'type':'EVE'}","{'word':'2004년 3월 14일','start_idx':0,'end_idx':11,'type':'DAT'}",eve:date
13,"3월 17일에는 블라디미르 푸틴 대통령이 크림 공화국의 독립 국가 지위를 승인하였고, 3월 18일 블라디미르 푸틴 러시아 대통령과 세르게이 악쇼노프 크림 공화국 총리, 블라디미르 콘스탄티노프 크림 공화국 최고회의 의장, 알렉세이 찰리 세바스토폴 시장이 모스크바 크렘린에서 러시아와 크림 공화국 합병 조약에 서명하였다.","{'word':'세르게이 악쇼노프','start_idx':73,'end_idx':81,'type':'PER'}","{'word':'총리','start_idx':90,'end_idx':91,'type':'POH'}",per:title
14,젤렌스키는 키예프 국립 경제 대학교 크리비리흐 캠퍼스에서 법학과를 전공했지만 법학자로 활동하지 않았다.,"{'word':'크리비리흐 캠퍼스','start_idx':20,'end_idx':28,'type':'ORG'}","{'word':'키예프 국립 경제 대학교','start_idx':6,'end_idx':18,'type':'ORG'}",org:member_of
15,"초기 NATO의 조직은 상설기관으로 최고기관인 각료이사회와 사무국, 그리고 그 아래의 전문·보좌 기관과 통합군사기구로 구성되었다.","{'word':'각료이사회','start_idx':26,'end_idx':30,'type':'ORG'}","{'word':'NATO','start_idx':3,'end_idx':6,'type':'ORG'}",org:member_of
16,"그것은 반군이 루한스크, 알체우스크, 크라스노돈 등 도시가 집중되고 인구가 밀집한 주의 남부 지역에서 지지를 얻고 있기 때문이다.","{'word':'크라스노돈','start_idx':21,'end_idx':25,'type':'ORG'}","{'word':'남부 지역','start_idx':49,'end_idx':53,'type':'ORG'}",org:member_of
17,"그리고 야당을 포함한 정치적 반대 세력들과 러시아 국민들이 일으킨 블라디미르 푸틴 대통령 반대파 시위의 지도자이자, 정치적 라이벌 이였던 보리스 넴초프의 죽음으로 시위가 더욱 격화되고 있다.","{'word':'보리스 넴초프','start_idx':77,'end_idx':83,'type':'PER'}","{'word':'지도자','start_idx':58,'end_idx':60,'type':'POH'}",per:title
18,"크림 위기로 우크라이나의 재 핵무장론이 일어나는 것에 대해, 우크라이나 핵 문제 분석가인 올리거 코샤르나(61)는 ""우리에게는 전에도 핵무장 기술이 없었다.","{'word':'올리거 코샤르나','start_idx':50,'end_idx':57,'type':'PER'}","{'word':'핵 문제 분석가','start_idx':40,'end_idx':47,'type':'POH'}",per:title
19,"유엔 안전 보장 이사회의 13개 이사국은 크림 반도에서 실시된 주민투표가 무효임을 선언한 결의에 찬성하였으나 중화인민공화국은 기권했고, 러시아가 거부권을 행사하면서 부결되었다.","{'word':'러시아','start_idx':76,'end_idx':78,'type':'PER'}","{'word':'유엔 안전 보장 이사회','start_idx':0,'end_idx':11,'type':'ORG'}",no_relation
20,여기에는 핵 과학자를 비롯해 핵무기 생산과 운영에 종사하던 사람들에게 다른 직업을 찾아주는 작업도 포함됐다.,"{'word':'핵 과학자','start_idx':5,'end_idx':9,'type':'PER'}","{'word':'핵무기','start_idx':16,'end_idx':18,'type':'POH'}",no_relation
21,"이는 1654년 페레야슬라프 조약이 체결되어 공식적으로 인정되었고, 17세기부터 우크라이나는 러시아에 점차 흡수되기 시작했다.","{'word':'페레야슬라프 조약','start_idx':9,'end_idx':17,'type':'EVE'}","{'word':'1654년','start_idx':3,'end_idx':7,'type':'DAT'}",eve:date
22,"또한, 1876년, 알렉산드르 2세의 비서 엠스 우카즈(Ems Ukaz)는 우크라이나어로 된 서적 출판을 금지했으며, 우크라이나어를 인쇄하는 것 역시 금지했다.","{'word':'엠스 우카즈','start_idx':24,'end_idx':29,'type':'PER'}","{'word':'비서','start_idx':21,'end_idx':22,'type':'POH'}",per:title
23,"전문기관 중 핵방위문제위원회는 프랑스·룩셈부르크·아이슬란드를 제외한 회원국 국방장관으로 구성되어 NATO의 핵전략을 결정하였고, 방위계획위원회는 회원국 국방장관으로 구성되는 최고군령기관으로 통합군사조직을 통할하며, 핵기획 그룹은 1966년 12월 방위계획위원회와 동시에 설치되었는데 프랑스 아이슬란드를 제외한 회원국방장관으로 구성되었다.","{'word':'핵기획 그룹','start_idx':120,'end_idx':125,'type':'ORG'}","{'word':'회원국방장관','start_idx':173,'end_idx':178,'type':'PER'}",org:top_members/employees
24,2015년에는 크바르탈 95 스튜디오에서 제작한 텔레비전 드라마 《국민의 일꾼》에서 우크라이나의 대통령 역할을 맡았다.,"{'word':'크바르탈 95 스튜디오','start_idx':8,'end_idx':19,'type':'ORG'}","{'word':'드라마','start_idx':32,'end_idx':34,'type':'POH'}",org:property
25,"1804년에 우크라이나에 우크라이나어 수업을 멈추고, 금지 언어로 지정했다.","{'word':'우크라이나','start_idx':7,'end_idx':11,'type':'ORG'}","{'word':'우크라이나어','start_idx':14,'end_idx':19,'type':'POH'}",no_relation
26,이후 모스크바 공국 등 몽골에 세금을 바치던 연합체들이 나타나기 시작하였고 15세기 들어서야 모스크바 대공국 하에서 통합되었다.,"{'word':'모스크바 공국','start_idx':3,'end_idx':9,'type':'ORG'}","{'word':'몽골','start_idx':13,'end_idx':14,'type':'ORG'}",org:member_of
27,"푸틴의 첫 대통령 임기 동안 러시아 경제는 8년 연속 성장했으며, 구매력으로 측정한 GDP는 72%, 실질 소득은 2.5배, 실질 임금은 3배 이상 증가했다.","{'word':'푸틴','start_idx':0,'end_idx':1,'type':'PER'}","{'word':'대통령','start_idx':6,'end_idx':8,'type':'POH'}",per:title
28,"북대서양 조약 체약국으로 구성되는 NATO는 회원국 간의 이해 관계가 맞물려 파동을 겪기도 했는데, 프랑스는 1966년 3월 핵무기 개발을 둘러싸고 미국과 대립하다가 통합 군사 조직에서 탈퇴하였고, 그리스는 터키의 키프로스 침공과 관련된 NATO의 태도에 불만을 갖고 1974년 4월에 통합 군사 조직에서 탈퇴하였다가 1980년 10월에 다시 복귀했다.","{'word':'북대서양 조약 체약국','start_idx':0,'end_idx':10,'type':'ORG'}","{'word':'NATO','start_idx':19,'end_idx':22,'type':'ORG'}",org:member_of
29,"우크라이나에서 연간 소비되는 가스의 70-75%가, 석유는 80%가 러시아에 의존했다.","{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'러시아','start_idx':38,'end_idx':40,'type':'ORG'}",no_relation
30,이 각서는 앞선 협정을 명확히 이행하라는 의미의 내용이다.,"{'word':'협정','start_idx':9,'end_idx':10,'type':'EVE'}","{'word':'각서','start_idx':2,'end_idx':3,'type':'POH'}",no_relation
31,"2018년 4월 11일, 우크라이나 국가안보국방위원회 서기(한국의 청와대 국가안보실장 격) 알렉산드르 투르치노프는 자국 언론과의 인터뷰에서 ""지금 여러 사건이 일어난 뒤에 우리는 많은 사람의 마음에 들지 않을 수 있는 결론을 내릴 수 있다.","{'word':'알렉산드르 투르치노프','start_idx':51,'end_idx':61,'type':'PER'}","{'word':'서기','start_idx':30,'end_idx':31,'type':'POH'}",per:title
32,그는 3선 연임이 불가능하다는 점을 인식하여 자신의 측근인 드미트리 메드베데프를 러시아 연방 대통령 후보로 지명하였다.,"{'word':'드미트리 메드베데프','start_idx':33,'end_idx':42,'type':'PER'}","{'word':'대통령 후보','start_idx':52,'end_idx':57,'type':'POH'}",per:title
33,"루한스크 이북 지역은 우크라이나어 사용자가 많은 곳으로, 우크라이나 당국과 지역 자경대가 장악하고 있다.","{'word':'루한스크 이북 지역','start_idx':0,'end_idx':9,'type':'ORG'}","{'word':'우크라이나어','start_idx':12,'end_idx':17,'type':'POH'}",no_relation
34,"수도는 모스크바이며 그 외 주요 도시로는 상트페테르부르크, 이르쿠츠크, 노보시비르스크, 블라디보스토크, 하바롭스크, 크라스노야르스크, 소치 등이 있다.","{'word':'상트페테르부르크','start_idx':23,'end_idx':30,'type':'ORG'}","{'word':'모스크바','start_idx':4,'end_idx':7,'type':'ORG'}",no_relation
35,아버지는 레닌그라드 포위전 당시 소비에트 사회주의공화국 연방 군인으로 레닌그라드를 포위한 나치독일군에 항전했으며 어머니는 그 당시 죽음의 고비를 넘기고 살아났다.,"{'word':'레닌그라드 포위전','start_idx':5,'end_idx':13,'type':'EVE'}","{'word':'레닌그라드','start_idx':39,'end_idx':43,'type':'LOC'}",eve:place
36,"1994년에 우크라이나는 미국, 영국, 러시아가 진행한 부다페스트 안전 보장 각서에 따라 나머지 핵무기를 폐기하고 핵확산방지조약에 가입했고, 1996년에는 모든 핵무기를 러시아에 양도했다.","{'word':'핵확산방지조약','start_idx':64,'end_idx':70,'type':'EVE'}","{'word':'1994년','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
37,"우크라이나 내에서 러시아인의 비율이 상대적으로 많은 우크라이나 동부 지역은 러시아와의 친밀한 관계를 환영하고 있으나, 러시아 제국에게 정복을 당한 적이 없는 우크라이나의 중서부 지역은 러시아, 특히 소련과의 관계를 껄끄럽게 여긴다.","{'word':'우크라이나 동부 지역','start_idx':29,'end_idx':39,'type':'ORG'}","{'word':'러시아','start_idx':42,'end_idx':44,'type':'ORG'}",org:friendly
38,2014년 6월 18일에는 조지아에서 분리 독립한 미승인 국가인 남오세티야가 루간스크 인민공화국을 독립 국가로 승인했다.,"{'word':'남오세티야','start_idx':36,'end_idx':40,'type':'ORG'}","{'word':'루간스크 인민공화국','start_idx':43,'end_idx':52,'type':'ORG'}",no_relation
39,"북대서양 조약 기구(, , ) 또는 북대서양 동맹은 국제 군사 기구로 1949년 4월 4일 체결된 북대서양 조약에 의해 창설되었다.","{'word':'북대서양 동맹','start_idx':20,'end_idx':26,'type':'ORG'}","{'word':'북대서양 조약 기구','start_idx':0,'end_idx':9,'type':'ORG'}",org:alternate_names
40,"2017년 8월 14일, 마이클 엘먼 국제전략문제연구소(IISS) 선임연구원은 우크라이나 드니프로에 있는 국영 공장인 유즈마쉬에서 북한이 고성능 액체추진 엔진(LPE)을 획득했으며, 이 엔진을 화성-12형과 화성-14형에 장착했다고 주장했다.","{'word':'국제전략문제연구소','start_idx':21,'end_idx':29,'type':'ORG'}","{'word':'IISS','start_idx':31,'end_idx':34,'type':'ORG'}",org:alternate_names
41,"옐친이 대통령직에서 물러난 이후에는 대통령 권한 대행이 되었고, 4개월도 채 되지 않아 러시아 대통령에 선출되었으며, 2004년 러시아 대통령 선거에서 재선되었다.","{'word':'러시아 대통령 선거','start_idx':72,'end_idx':81,'type':'EVE'}","{'word':'2004년','start_idx':66,'end_idx':70,'type':'DAT'}",eve:date
42,흑해 함대와 세바스토폴 분단 관련 문제.,"{'word':'세바스토폴','start_idx':7,'end_idx':11,'type':'ORG'}","{'word':'흑해 함대','start_idx':0,'end_idx':4,'type':'POH'}",no_relation
43,나토는 1994년 2월 소속 항공기가 유엔이 지정한 보스니아 헤르체고비나의 비행 금지 구역을 침범한 보스니아 헤르체고비나의 세르비아계 전투기 4대를 격추함으로써 처음으로 전투행위를 수행했다.,"{'word':'나토','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'항공기','start_idx':16,'end_idx':18,'type':'POH'}",org:property
44,"9월에 베슬란 학교 인질극이 일어나 100명이 사망하였고, 응답에서 블라디미르 푸틴 대통령은 행정상 조례의 다양함을 가져갔다.","{'word':'베슬란 학교 인질극','start_idx':4,'end_idx':13,'type':'EVE'}","{'word':'9월','start_idx':0,'end_idx':1,'type':'DAT'}",eve:date
45,"또한, 도네츠크 인민 공화국과 루간스크 인민 공화국과도 함께 7월 31일, 8월 26일, 9월 1일, 9월 5일에 계속 회의했다.","{'word':'도네츠크 인민 공화국','start_idx':4,'end_idx':14,'type':'ORG'}","{'word':'루간스크 인민 공화국','start_idx':17,'end_idx':27,'type':'ORG'}",no_relation
46,많은 국가들이 러시아와 크림반도에 대해 국제적 제재를 가하게 되었고 이 제재는 곧 미국과,"{'word':'크림반도','start_idx':13,'end_idx':16,'type':'ORG'}","{'word':'러시아','start_idx':8,'end_idx':10,'type':'ORG'}",no_relation
47,즉 푸틴 대통령 정부가 내세운 정책에 대해서 야당과 러시아 국민들의 반대로 인하여 정권 자체가 휘청거리고 있다.,"{'word':'푸틴 대통령 정부','start_idx':2,'end_idx':10,'type':'ORG'}","{'word':'러시아 국민들','start_idx':29,'end_idx':35,'type':'PER'}",org:top_members/employees
48,"소련은 이후 과학기술에 막대한 자금을 쏟아부었고, 처음으로 스푸트니크 인공위성을 쏘아올리고 첫 인간을 우주에 보내는 등 역사적인 위업을 보였으나 결국 1991년에 해체되었고, 이후 소련의 주축을 이루었던 러시아 소비에트 연방 사회주의 공화국은 현재의 러시아 연방으로 재개편되었다.","{'word':'소련','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'스푸트니크 인공위성','start_idx':33,'end_idx':42,'type':'POH'}",org:property
49,우크라이나에는 우라늄 농축설비가 없다.,"{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'우라늄 농축설비','start_idx':8,'end_idx':15,'type':'ORG'}",no_relation
50,유럽 연합군 최고사령부는 벨기에의 브뤼셀에 본부를 두고 있으며 최고사령관 또한 이곳에서 거주하고 있다.,"{'word':'브뤼셀','start_idx':19,'end_idx':21,'type':'ORG'}","{'word':'벨기에','start_idx':14,'end_idx':16,'type':'ORG'}",org:member_of
51,"초기에 소련에서는 다른 소련 내의 공화국의 문화를 홍보하는 ""Korenizatsiya""가 진행되기도 하였다.","{'word':'공화국','start_idx':19,'end_idx':21,'type':'ORG'}","{'word':'소련','start_idx':13,'end_idx':14,'type':'ORG'}",org:member_of
52,"러시아는 총 85개의 연방관구로 구성되어 있으며, 러시아의 수도인 모스크바에는 2천만 명이 넘는 사람들이 살고 있다.","{'word':'모스크바','start_idx':37,'end_idx':40,'type':'ORG'}","{'word':'러시아','start_idx':28,'end_idx':30,'type':'ORG'}",org:member_of
53,"우크라이나는 1994년 5월 핵확산금지조약(NPT)에 가입했고, 1996년 6월 모든 핵무기를 러시아에 넘겨 비핵화를 완료했다.","{'word':'핵확산금지조약','start_idx':16,'end_idx':22,'type':'EVE'}","{'word':'1994년 5월','start_idx':7,'end_idx':14,'type':'DAT'}",eve:date
54,"대략 3시간의 전투 후, 러시아군은 우크라이나군에 의해 격퇴되었고, 일부 러시아 전차들은 도시를 우회했지만, 전투는 계속되었다.","{'word':'러시아군','start_idx':14,'end_idx':17,'type':'ORG'}","{'word':'우크라이나군','start_idx':20,'end_idx':25,'type':'ORG'}",org:hostile
55,"1932년부터 1933년, 1년간 우크라이나에서는 홀로도모르()라는 대기근이 일어났는데, 이는 자연적인 것이 아니라 인위적인 대기근이었다.","{'word':'홀로도모르','start_idx':28,'end_idx':32,'type':'EVE'}","{'word':'우크라이나','start_idx':19,'end_idx':23,'type':'LOC'}",eve:place
56,"그러나, 1997년, 대부분의 러시아 소비자들이 떠나면서 우크라이나에는 디지털 제어 시스템, TV, 녹음기, 굴착기, 자동차, 트럭 등의 산업용 기계 생산이 무려 97~99%가 감소했다.","{'word':'우크라이나','start_idx':32,'end_idx':36,'type':'ORG'}","{'word':'러시아 소비자들','start_idx':17,'end_idx':24,'type':'PER'}",no_relation
57,푸틴은 1996년 6월에 아나톨리 알렉산드로비치 솝차크 상트페테르부르크 연방특별시장이 재선에 실패하자 모스크바로 자리를 옮기게 된다.,"{'word':'아나톨리 알렉산드로비치 솝차크','start_idx':14,'end_idx':29,'type':'PER'}","{'word':'연방특별시장','start_idx':40,'end_idx':45,'type':'POH'}",per:title
58,그 자신이 러시아 정교회에서 신앙생활하는 기독교인인 푸틴 러시아 연방 대통령은 조선민주주의인민공화국 평양직할시에 정교회성당인 조선정교회 정백성당을 건립한 계기를 만든 것으로 알려져 있다.,"{'word':'평양직할시','start_idx':56,'end_idx':60,'type':'ORG'}","{'word':'조선민주주의인민공화국','start_idx':44,'end_idx':54,'type':'ORG'}",org:member_of
59,국영 우주로켓업체 유즈마쉬는 2015년 파산 위기를 겪었다.,"{'word':'파산 위기','start_idx':22,'end_idx':26,'type':'EVE'}","{'word':'2015년','start_idx':16,'end_idx':20,'type':'DAT'}",eve:date
60,이후 우크라이나는 자국의 원전에서 쓰는 우라늄 원료를 모두 러시아로부터 수입하고 사용 후 핵연료도 러시아로 반출해 처리하고 있다.,"{'word':'우크라이나','start_idx':3,'end_idx':7,'type':'ORG'}","{'word':'원전','start_idx':14,'end_idx':15,'type':'ORG'}",org:property
61,주민 투표는 크림 공화국 위기의 이유로 국제 공동체의 대다수에 의하여 위법으로 여겨졌다.,"{'word':'크림 공화국','start_idx':7,'end_idx':12,'type':'ORG'}","{'word':'국제 공동체','start_idx':22,'end_idx':27,'type':'ORG'}",no_relation
62,푸틴은 1994년 3월에 상트페테르부르크 연방특별시청 제1부위원장으로 임명되었다.,"{'word':'푸틴','start_idx':0,'end_idx':1,'type':'PER'}","{'word':'제1부위원장','start_idx':30,'end_idx':35,'type':'POH'}",per:title
63,2014년 3월 11일에 크림 자치 공화국과 세바스토폴은 우크라이나로부터 독립을 선포하여 크림 공화국을 결성하였다.,"{'word':'세바스토폴','start_idx':25,'end_idx':29,'type':'ORG'}","{'word':'크림 자치 공화국','start_idx':14,'end_idx':22,'type':'ORG'}",no_relation
64,"2004년 우크라이나 대통령 선거를 앞두고 시베리아 항공 1812편 격추 사건, 투즐라섬 분쟁 등의 논란이 일었지만, 레오니드 쿠치마가 당선되고 정권 말기에 러시아와의 관계는 개선되었다.","{'word':'우크라이나 대통령 선거','start_idx':6,'end_idx':17,'type':'EVE'}","{'word':'2004년','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
65,핵폭탄에 들어있던 핵물질은 러시아로 보내졌다.,"{'word':'러시아','start_idx':15,'end_idx':17,'type':'ORG'}","{'word':'핵물질','start_idx':10,'end_idx':12,'type':'POH'}",no_relation
66,"러시아인, 벨라루스인, 우크라이나인과 남, 서 슬라브 민족들은 중앙아시아의 동유럽 정복을 받아들이고 그 휘하에서 활동하였다.","{'word':'슬라브 민족','start_idx':26,'end_idx':31,'type':'ORG'}","{'word':'중앙아시아','start_idx':35,'end_idx':39,'type':'ORG'}",org:member_of
67,올레나 젤렌스카는 젤렌스키가 다녔던 문법학교 출신이다.,"{'word':'올레나 젤렌스카','start_idx':0,'end_idx':7,'type':'PER'}","{'word':'젤렌스키','start_idx':10,'end_idx':13,'type':'PER'}",no_relation
68,"그는 또 러시아군과 우크라이나군 사이의 전투가 밤새 지속되었고, 14명의 우크라이나군이 부상을 입었다고 말했다.","{'word':'러시아군','start_idx':5,'end_idx':8,'type':'ORG'}","{'word':'우크라이나군','start_idx':11,'end_idx':16,'type':'ORG'}",org:hostile
69,"선거에는 63만명 이상의 유권자가 참여했고, 결과는 11월 3일 발표되었다.","{'word':'선거','start_idx':0,'end_idx':1,'type':'EVE'}","{'word':'유권자','start_idx':14,'end_idx':16,'type':'PER'}",no_relation
70,"민스크 협정(, )은 2014년 9월 5일 우크라이나와 러시아, 도네츠크 인민 공화국(DPR), 루간스크 인민 공화국(LPR) 사이에 서명한 돈바스 전쟁의 정전 협정이다.","{'word':'민스크 협정','start_idx':0,'end_idx':5,'type':'EVE'}","{'word':'2014년 9월 5일','start_idx':12,'end_idx':22,'type':'DAT'}",eve:date
71,이 지역에서는 2014년 4월 이후부터 돈바스 전쟁을 겪고 있다.,"{'word':'돈바스 전쟁','start_idx':22,'end_idx':27,'type':'EVE'}","{'word':'2014년 4월','start_idx':8,'end_idx':15,'type':'DAT'}",eve:date
72,이러한 두 대통령의 우호적인 관계는 러시아어를 우크라이나의 제 2언어로 만들어야 한다는 주장에 힘을 실어 주었다.,"{'word':'우크라이나','start_idx':26,'end_idx':30,'type':'ORG'}","{'word':'러시아어','start_idx':20,'end_idx':23,'type':'POH'}",no_relation
73,볼로디미르 젤렌스키는 2003년 9월에 올레나 젤렌스카(혼전 성은 키야슈코)와 결혼했다.,"{'word':'볼로디미르 젤렌스키','start_idx':0,'end_idx':9,'type':'PER'}","{'word':'올레나 젤렌스카','start_idx':22,'end_idx':29,'type':'PER'}",no_relation
74,당시 러시아 연방의 거부이자 유코스의 회장 미하일 호도르콥스키를 사기와 탈세로 지속적인 형사 소추가 크렘린의 자유주의와 공산주의 반대자들 둘다에게 미하일 보리소비치 호도르콥스키 유코스 회장의 모금을 위한 보복으로서 국제 신문에 의하여 보였다.,"{'word':'유코스','start_idx':16,'end_idx':18,'type':'ORG'}","{'word':'미하일 호도르콥스키','start_idx':24,'end_idx':33,'type':'PER'}",org:top_members/employees
75,"또한, 러시아 정부는 대한민국과 일본이 미국과 동맹을 맺으면서, 러시아에 잠재적으로 적대적인 국가들이 러시아를 둘러쌓일 것을 우려하였다.","{'word':'미국','start_idx':22,'end_idx':23,'type':'ORG'}","{'word':'대한민국','start_idx':12,'end_idx':15,'type':'ORG'}",org:friendly
76,친러시아성향의 빅토르 야누코비치 우크라이나 대통령이 2014년 권좌에서 물러난 이후 러시아가 핵무기 업그레이드를 취소하면서 유즈마쉬로 알려진 이 국영 공장은 어려움에 빠졌다.,"{'word':'빅토르 야누코비치','start_idx':8,'end_idx':16,'type':'PER'}","{'word':'대통령','start_idx':24,'end_idx':26,'type':'POH'}",per:title
77,팀원들은 러시아 모스크바에서 많은 시간을 보냈으며 구 소련 국가를 순회하면서 희극 공연을 전개했다.,"{'word':'모스크바','start_idx':9,'end_idx':12,'type':'ORG'}","{'word':'러시아','start_idx':5,'end_idx':7,'type':'ORG'}",org:member_of
78,"2014년 2월, 러시아가 우크라이나령이었던 크림 병합 때 핵무기 사용까지 검토했다.","{'word':'러시아','start_idx':10,'end_idx':12,'type':'ORG'}","{'word':'핵무기','start_idx':33,'end_idx':35,'type':'POH'}",org:property
79,인민공화국 총리 바실리 니키틴은 루간스크 공화국 최고회의 총선거를 9월에 실시할 것이라고 언명(言明)했다.,"{'word':'바실리 니키틴','start_idx':9,'end_idx':15,'type':'PER'}","{'word':'총리','start_idx':6,'end_idx':7,'type':'POH'}",per:title
80,세르게이 이바노프는 러시아에서 민간인 처음으로 러시아 연방 국방부 장관에 올랐다.,"{'word':'러시아','start_idx':11,'end_idx':13,'type':'ORG'}","{'word':'세르게이 이바노프','start_idx':0,'end_idx':8,'type':'PER'}",org:top_members/employees
81,"대부분의 지역에서 우크라이나의 유럽 연합 참여(EU)와 북대서양 조약 기구(NATO) 참여 시도는 우크라이나가 친서방, 반러시아 성향이라는 인식을 갖게 하도록 했다.","{'word':'북대서양 조약 기구','start_idx':31,'end_idx':40,'type':'ORG'}","{'word':'NATO','start_idx':42,'end_idx':45,'type':'ORG'}",org:alternate_names
82,현재 두 나라는 러시아가 우크라이나의 크림반도를 합병한 2014년부터 러시아-우크라이나 전쟁을 치르고 있다.,"{'word':'러시아','start_idx':9,'end_idx':11,'type':'ORG'}","{'word':'크림반도','start_idx':21,'end_idx':24,'type':'ORG'}",no_relation
83,"방위계획위원회는 통합군사조직의 최고통수기관이며 그 아래 군사위원회가 설치되어 '유럽 연합군 최고사령부(SHAPE), 대서양해군사령부(ACLANT), 해협연합군사령부, 3기구를 관할하였다.","{'word':'유럽 연합군 최고사령부','start_idx':44,'end_idx':55,'type':'ORG'}","{'word':'SHAPE','start_idx':57,'end_idx':61,'type':'ORG'}",org:alternate_names
84,"그러나 핵보유국인 미국, 영국과 러시아가 1994년 ""부다페스트 각서""를 채택하면서 우크라이나의 독립과 영토보전을 약속하자 핵무기를 포기했다.","{'word':'부다페스트 각서','start_idx':30,'end_idx':37,'type':'EVE'}","{'word':'1994년','start_idx':23,'end_idx':27,'type':'DAT'}",eve:date
85,"벨기에는 유럽 및 북아메리카의 회원국 중 한 곳이며, 2020년 3월 기준으로 30개국이 북대서양 조약 기구 회원국으로 가입했다.","{'word':'벨기에','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'북대서양 조약 기구','start_idx':50,'end_idx':59,'type':'ORG'}",org:member_of
