id,sentence,subject_entity,object_entity,label
337,"기본적으로는 동슬라브인 문화를 바탕으로 하는 역사이다. 하지만 동유럽의 원주민들인 동슬라브인들 즉 러시아인, 벨라루스인, 우크라이나인들은 고대부터 중앙아시아에서 온 튀르크 민족들에 정복당해 튀르크 문화에 많은 영향을 받은 것도 사실이다.","{'word':'동슬라브인들','start_idx':46,'end_idx':51,'type':'ORG'}","{'word':'튀르크 민족들','start_idx':92,'end_idx':98,'type':'ORG'}",org:hostile
207,3월 19일에는 러시아 연방 헌법 재판소가 만장일치로 합병 조약이 합헌이라고 판결을 내렸다.,"{'word':'합병 조약','start_idx':30,'end_idx':34,'type':'EVE'}","{'word':'러시아 연방 헌법 재판소','start_idx':9,'end_idx':21,'type':'ORG'}",no_relation
1287,고승범 금융위원회 위원장은 우크라이나 사태로 인한 금융시장 비상대응체계를 유지하겠다고 밝혔다.,"{'word':'고승범','start_idx':0,'end_idx':2,'type':'PER'}","{'word':'위원장','start_idx':10,'end_idx':12,'type':'POH'}",per:title
1704,"9월 12일 유엔 안전 보장 이사회 결의 제709호, 제710호, 제711호가 투표없이 통과되고 9월 17일에 유엔 총회 결의 46/4, 46/5, 46/6이 통과되면서 리투아니아, 라트비아, 에스토니아가 유엔에 가입했다.","{'word':'리투아니아','start_idx':95,'end_idx':99,'type':'ORG'}","{'word':'유엔','start_idx':115,'end_idx':116,'type':'ORG'}",org:member_of
768,"OSCE 감시단은 전날에 도네츠크의 전투를 지켜본 이후 이 도시가 ""실질적으로 버러졌으며"", 전투가 중단되었다고 말했다.","{'word':'OSCE 감시단','start_idx':0,'end_idx':7,'type':'ORG'}","{'word':'전투','start_idx':20,'end_idx':21,'type':'POH'}",no_relation
924,"또 다른 대대인 아조프 대대는 극우 극단적 민족주의자 단체인 사회-국가 위원회의 소속으로 활동하고 있다. ""이 대대의 절반 이상은 러시아어를 하는 동우크라이나 사람이다.""라는 보고서가 있다.","{'word':'아조프 대대','start_idx':9,'end_idx':14,'type':'ORG'}","{'word':'사회-국가 위원회','start_idx':34,'end_idx':42,'type':'ORG'}",org:member_of
20,"미사일도 (관리는) 전부 모스크바서 했다""고 지적했다.","{'word':'모스크바','start_idx':14,'end_idx':17,'type':'ORG'}","{'word':'미사일','start_idx':0,'end_idx':2,'type':'POH'}",no_relation
695,4월 3일엔 에스토니아 인민 전선의 수장인 에드가르 사비사르가 각료회의 의장(총리)에 선출되었다.,"{'word':'에드가르 사비사르','start_idx':24,'end_idx':32,'type':'PER'}","{'word':'각료회의 의장','start_idx':35,'end_idx':41,'type':'POH'}",per:title
604,체르노빌 원자력 발전소 사고.,"{'word':'원자력 발전소 사고','start_idx':5,'end_idx':14,'type':'EVE'}","{'word':'체르노빌','start_idx':0,'end_idx':3,'type':'LOC'}",eve:place
50,"그러나, 1918년 초 소비에트가 우크라이나를 침공하자 우크라이나는 러시아 공화국으로부터 완전한 독립을 선언했다. 하지만, 러시아가 동맹국과의 브레스트-리토프스크 조약을 맺으면서 우크라이나와 러시아의 군사적 충돌은 멈추어졌고, 같은 해 평화협정이 시작되었다.","{'word':'소비에트','start_idx':13,'end_idx':16,'type':'ORG'}","{'word':'우크라이나','start_idx':19,'end_idx':23,'type':'ORG'}",org:hostile
1514,양군의 교전은 현지 시각으로 지난 2월 24일 오후 10시 30분쯤 우크라이나 제27포병여단이 주둔하고 있는 수미주립대학교 인근에서 계속됐다.,"{'word':'우크라이나 제27포병여단','start_idx':38,'end_idx':50,'type':'ORG'}","{'word':'수미주립대학교','start_idx':61,'end_idx':67,'type':'LOC'}",no_relation
206,푸틴 대통령은 많은 업저버들이 러시아에서 매체의 자유에 넓은 탄압을 숙고함으로써 서방과 러시아 자유주의자들에 의하여 비판을 받았다.,"{'word':'푸틴','start_idx':0,'end_idx':1,'type':'PER'}","{'word':'대통령','start_idx':3,'end_idx':5,'type':'POH'}",per:title
852,"친정부 민병대 아조프 대대와 샤크다르스크의 부대가 도네츠크 도시 내로 진입을 시작했고, ""해방""을 시작했다고 말했다.","{'word':'아조프 대대','start_idx':8,'end_idx':13,'type':'ORG'}","{'word':'도네츠크 도시','start_idx':28,'end_idx':34,'type':'LOC'}",no_relation
1346,"4월 11일, 우크라이나의 총리인 아르세니 야체뉴크는 그 당시 ""법적 대응""에 관해서는 반대했지만, 우크라이나 정부가 용납할 수 있는 범위에는 ""한계가 있었다.""라고 말했다.","{'word':'아르세니 야체뉴크','start_idx':19,'end_idx':27,'type':'PER'}","{'word':'총리','start_idx':15,'end_idx':16,'type':'POH'}",per:title
147,이 드라마는 30대 고등학교 역사 교사인 바실 페트로비치 홀로보로디코가 우크라이나 정부의 부패를 비판하는 인터넷 동영상에 출연한 이후에 대통령 선거에 출마하여 당선된다는 내용을 담고 있다.,"{'word':'바실 페트로비치 홀로보로디코','start_idx':23,'end_idx':37,'type':'PER'}","{'word':'교사','start_idx':19,'end_idx':20,'type':'POH'}",per:title
1115,"다음 날, 야누코비치는 대통령으로서의 권한을 박탈당한 탄핵 표결을 앞두고 키예프를 떠났다.","{'word':'야누코비치','start_idx':6,'end_idx':10,'type':'PER'}","{'word':'대통령','start_idx':13,'end_idx':15,'type':'POH'}",per:title
1653,"1991년 8월 20일 러시아 SFSR은 소련을 대통령, 국방, 외교정책만 연방에 맡긴 주권국들의 연합으로 바꾼다는 내용의 신연방조약에 서명할 예정이었다.","{'word':'SFSR','start_idx':17,'end_idx':20,'type':'ORG'}","{'word':'러시아','start_idx':13,'end_idx':15,'type':'ORG'}",org:member_of
328,"현지시각 2월 26일 오후 동안, 12대의 전차가 드네프르강의 카호우카를 돌파하여 미콜라이우를 향해 진격하기 시작했다.","{'word':'카호우카','start_idx':35,'end_idx':38,'type':'ORG'}","{'word':'드네프르강','start_idx':28,'end_idx':32,'type':'ORG'}",org:member_of
1695,미·소 초안의 심의를 맡았던 제네바 군축위원회에서는 비핵보유국이 특히 비판적이었다.,"{'word':'제네바 군축위원회','start_idx':16,'end_idx':24,'type':'ORG'}","{'word':'미·소','start_idx':0,'end_idx':2,'type':'ORG'}",no_relation
1555,소련 붕괴의 최종장은 1991년 12월 1일 열린 우크라이나 독립 투표였다.,"{'word':'우크라이나 독립 투표','start_idx':28,'end_idx':38,'type':'EVE'}","{'word':'1991년 12월 1일','start_idx':12,'end_idx':23,'type':'DAT'}",eve:date
662,이는 3선 연임을 금지하는 러시아 연방 헌법의 조항을 바꾸려는 러시아 연방 정부의 잘못된 법적 행동을 야당과 언론이 강력하게 비판하였기 때문이다.,"{'word':'러시아 연방 정부','start_idx':35,'end_idx':43,'type':'ORG'}","{'word':'러시아','start_idx':15,'end_idx':17,'type':'ORG'}",org:member_of
964,이 정교회군의 병사는 스스로 도네츠크 인민 공화국의 국방 장관이라고 선언한 이고리 스트렐코프에게 충성을 맹세한다.,"{'word':'이고리 스트렐코프','start_idx':42,'end_idx':50,'type':'PER'}","{'word':'장관','start_idx':32,'end_idx':33,'type':'POH'}",per:title
673,"1988년 에스토니아는 소련 내 처음으로 인민전선을 만들어 영향을 주기 시작했고, 국가 정책에 영향을 주기 시작하면서 발트 3국의 주역을 맡았다.","{'word':'에스토니아','start_idx':6,'end_idx':10,'type':'ORG'}","{'word':'1988년','start_idx':0,'end_idx':4,'type':'DAT'}",no_relation
656,"1989년 7월 16일, 아제르바이잔 인민 전선은 첫 총회를 열고 차후 아제르바이잔의 대통령이 될 아뷜파즈 엘치베이를 당수로 추대했다.","{'word':'아뷜파즈 엘치베이','start_idx':55,'end_idx':63,'type':'PER'}","{'word':'당수','start_idx':66,'end_idx':67,'type':'POH'}",per:title
386,"작고 모스크바에서 멀리 떨어진 소련의 지역 투표는 전세계의 헤드라인을 장식했는데, 이는 전례없는 공화국 및 소련 정부에 대한 도전적 행위였기 때문이었다.","{'word':'소련','start_idx':17,'end_idx':18,'type':'ORG'}","{'word':'모스크바','start_idx':3,'end_idx':6,'type':'ORG'}",no_relation
1421,"고르바초프는 이를 또 다른 쿠데타라고 하며 비판하였다. 하지만 조약 전문에 나와 있는, ""소련은 국제법 및 지정학적 현실 등으로 인해 더 이상 존재하지 않는다.""에 대해선 사실상 의문의 여지가 없었다.","{'word':'고르바초프','start_idx':0,'end_idx':4,'type':'PER'}","{'word':'소련','start_idx':50,'end_idx':51,'type':'ORG'}",no_relation
1644,"우크라이나 크림 자치 공화국 일대에서는 키예프에서 일어난 혁명에 반대하고 러시아와의 유대 또는 통합에 찬성하는 친러시아계 사람들이 이에 반대하는 시위가 일어났으며, 이에 반해 친우크라이나계 시민들은 혁명에 찬성하고 있다.","{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'러시아','start_idx':41,'end_idx':43,'type':'ORG'}",no_relation
1139,"동시에, ""우크라이나 국영 뉴스""는 도네츠크 근처에서 친러시아군이 정부군을 무장 해제할려는 시도를 벌였다고 말했다.","{'word':'친러시아군','start_idx':30,'end_idx':34,'type':'ORG'}","{'word':'정부군','start_idx':37,'end_idx':39,'type':'ORG'}",org:hostile
928,"7월 15일, 친러시아군이 장악한 스니즈네 도시에 로켓이 발사되어 명중하여 11명이 사망하고 절대다수가 집을 잃었다.","{'word':'친러시아군','start_idx':8,'end_idx':12,'type':'ORG'}","{'word':'로켓','start_idx':28,'end_idx':29,'type':'POH'}",no_relation
593,"9월 25일엔 아제르바이잔 법에 우위권을 준다는 주권법을 통과시켰으며, 10월 4일엔 봉쇄 조치를 해제하는 조건으로 인민 전선이 합법적 단체로 인정받게 되었다. 하지만 아제르바이잔-아르메니아 사이 교통 봉쇄는 완전하게 풀리지 않았다.","{'word':'아르메니아','start_idx':101,'end_idx':105,'type':'ORG'}","{'word':'아제르바이잔','start_idx':94,'end_idx':99,'type':'ORG'}",no_relation
1021,감시대는 우크라이나군의 호위를 받으며 현장으로 향했다.,"{'word':'감시대','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'우크라이나군','start_idx':5,'end_idx':10,'type':'ORG'}",no_relation
1301,2014년 우크라이나 친러시아 분쟁()은 2014년 우크라이나 혁명으로 수립된 친서방 정권에 반대하는 친러파들의 동부와 남부 우크라이나에서 일어나고 있는 시위이다.,"{'word':'우크라이나 친러시아 분쟁','start_idx':6,'end_idx':18,'type':'EVE'}","{'word':'2014년','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
515,라트비아 인민 전선은 1988년 6월 창설되었다.,"{'word':'라트비아 인민 전선','start_idx':0,'end_idx':9,'type':'ORG'}","{'word':'1988년 6월','start_idx':12,'end_idx':19,'type':'DAT'}",no_relation
1295,"리아 노보스티에서는 국가방위군 병사 80명이 반군에게 항복했다고 말했지만, 국가방위군 측에서는 공격한 반군과 국가방위군 모두 사상자가 있었다","{'word':'국가방위군','start_idx':11,'end_idx':15,'type':'ORG'}","{'word':'반군','start_idx':25,'end_idx':26,'type':'ORG'}",org:hostile
1154,"정부군은 친러시아군에게 경고탄을 발사했으며, 분리주의자 100여명을 체포했다고 말했다.","{'word':'정부군','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'친러시아군','start_idx':5,'end_idx':9,'type':'ORG'}",org:hostile
108,우크라이나에서 러시아에 대한 인식은 지역에 따라 크게 다르다.,"{'word':'러시아','start_idx':8,'end_idx':10,'type':'ORG'}","{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}",no_relation
178,"뉴욕 타임즈에서는 높은 민간인 사망자 비율이 ""동우크라이나에서 친서방 우크라이나 정부를 반대하는 인구를 줄이는 데 사용하고 있으며"", 이 감정이 저항세력에 대한 ""모집을 지지하는 계기가 될 것""이라고 말했다.","{'word':'동우크라이나','start_idx':26,'end_idx':31,'type':'ORG'}","{'word':'친서방 우크라이나 정부','start_idx':35,'end_idx':46,'type':'ORG'}",org:hostile
739,"또한, 도네츠크 주변에서는 아직도 전투가 진행 중이라고 말했다.","{'word':'도네츠크','start_idx':4,'end_idx':7,'type':'ORG'}","{'word':'전투','start_idx':19,'end_idx':20,'type':'POH'}",no_relation
19,"또한, 세바스토폴과 흑해 함대 문제는 꾸준히 제기되었고, 양국의 의견이 부딪히면서 긴장 상태로 돌입하였다.","{'word':'흑해 함대 문제','start_idx':11,'end_idx':18,'type':'EVE'}","{'word':'세바스토폴','start_idx':4,'end_idx':8,'type':'ORG'}",no_relation
1595,"또한 이 봉기에 책임을 지고 타지크 공산당 제1서기, 최고회의 의장, 수상 등 수뇌부 전원이 사임하였다.","{'word':'타지크','start_idx':16,'end_idx':18,'type':'PER'}","{'word':'제1서기','start_idx':24,'end_idx':27,'type':'POH'}",per:title
948,"미국 국무부 대변인 젠 프사키는 ""이 침입은 러시아가 주도하고 있는 반격 작전이 진행됨을 나타낸다.""라고 말했고, 우크라이나의 대통령 페트로 포로셴코는 ""러시아군의 침공이 일어났다.""라고 말했다.","{'word':'젠 프사키','start_idx':11,'end_idx':15,'type':'PER'}","{'word':'대변인','start_idx':7,'end_idx':9,'type':'POH'}",per:title
75,미콜라이우 전투는 2022년 2월 26일 러시아의 우크라이나 침공 당시 헤르손 공세의 일환으로 시작된 전투이다.,"{'word':'미콜라이우 전투','start_idx':0,'end_idx':7,'type':'EVE'}","{'word':'2022년 2월 26일','start_idx':10,'end_idx':21,'type':'DAT'}",eve:date
70,"2월 27일 이른 아침, 우크라이나는 러시아군이 도시 밖으로 완전히 떠났다고 주장했고, 비탈리 킴은 텔레그램에 ""미콜라이우는 우리의 것이다!","{'word':'미콜라이우','start_idx':63,'end_idx':67,'type':'ORG'}","{'word':'비탈리 킴','start_idx':49,'end_idx':53,'type':'PER'}",org:top_members/employees
1587,여러 시위가 촉발된 것은 2013년 11월 30일 항의자 대상 폭력적 진압이 기폭제였으며 우크라이나 내의 삶을 개선하겠다는 뜻이 모인 것이었다.,"{'word':'우크라이나','start_idx':50,'end_idx':54,'type':'ORG'}","{'word':'항의자','start_idx':28,'end_idx':30,'type':'PER'}",no_relation
1622,한편 러시아 국방부 대변인 이고르 코나셴코프는 러시아군이 우크라이나 제302대공미사일연대의 항복을 받고 471명의 우크라이나 군인을 생포했다고 밝혔다.,"{'word':'러시아군','start_idx':26,'end_idx':29,'type':'ORG'}","{'word':'우크라이나','start_idx':32,'end_idx':36,'type':'ORG'}",org:hostile
1033,"이 대열이 나타나면서 해안 지역에 강렬한 포격이 떨어졌다. 하지만, 가장 가까운 반군의 포병은 포가 닿을 수 있는 지역을 넘어서 있었다.","{'word':'반군','start_idx':45,'end_idx':46,'type':'ORG'}","{'word':'해안 지역','start_idx':12,'end_idx':16,'type':'POH'}",no_relation
1012,로이터지는 8월 23일~24일 주말에 스타로베세베 현 콜로스키 근처의 마을에서 러시아 악센트를 쓰고 식별 가능한 인장이 전혀 없는 군인이 나타났다고 전했다.,"{'word':'군인','start_idx':73,'end_idx':74,'type':'PER'}","{'word':'마을','start_idx':39,'end_idx':40,'type':'POH'}",no_relation
168,그 전신(前身)인 루간스크 의회 공화국의 수립운동은 4월 초 실패로 끝났던 바 있다.,"{'word':'수립운동','start_idx':23,'end_idx':26,'type':'EVE'}","{'word':'루간스크 의회 공화국','start_idx':10,'end_idx':20,'type':'ORG'}",no_relation
555,"같은 날, 리비우 예수의 변모 교회 신자들은 러시아 정교회에서 떠나 우크라이나 그리스 카톨릭교회 교도라고 선언했다.","{'word':'우크라이나','start_idx':38,'end_idx':42,'type':'ORG'}","{'word':'러시아','start_idx':25,'end_idx':27,'type':'ORG'}",no_relation
0,우크라이나에서 러시아로 이어지는 과거 로켓엔진 공급체계를 인정한 것이다.,"{'word':'러시아','start_idx':8,'end_idx':10,'type':'ORG'}","{'word':'우크라이나','start_idx':0,'end_idx':4,'type':'ORG'}",no_relation
1701,"12월 8일엔 러시아, 우크라이나, 벨라루스 3개 공화국의 정상이 벨라루스 서부의 비아워비에자 숲에서 비밀리에 만나 소련은 여러 이유로 더 이상 존재하지 않는다 선언하고 이를 독립국가연합(CIS)가 이어받았다고 합의한 벨라베자 조약에 서명했다.","{'word':'독립국가연합','start_idx':98,'end_idx':103,'type':'ORG'}","{'word':'CIS','start_idx':105,'end_idx':107,'type':'ORG'}",org:alternate_names
1754,우익 섹터는 스위스와 같이 우크라이나의 시민들이 총기를 지니거나 가지고 있어야 한다고 주장한다.,"{'word':'우크라이나','start_idx':15,'end_idx':19,'type':'ORG'}","{'word':'스위스','start_idx':7,'end_idx':9,'type':'ORG'}",no_relation
1550,"2월 27일 오후, 시니예후보프는 우크라이나군이 도시를 완전히 장악했다고 발표했다.","{'word':'시니예후보프','start_idx':11,'end_idx':16,'type':'PER'}","{'word':'우크라이나군','start_idx':19,'end_idx':24,'type':'ORG'}",no_relation
1062,"러시아에서는 우크라이나 정부가 포격을 했다고 비판했으며, 우크라이나에서는 이 포격을 하지 않았다고 주장하고 돈바스 지역의 친러시아군이 위장술책을 했다고 비판했다.","{'word':'러시아','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'친러시아군','start_idx':68,'end_idx':72,'type':'ORG'}",org:friendly
166,인위적인 기근이라는 문서상 근거가 없는 상황에서 이 대기근은 소련과 카자흐스탄 전 지역으로 퍼져나갔다.,"{'word':'소련','start_idx':34,'end_idx':35,'type':'ORG'}","{'word':'카자흐스탄','start_idx':38,'end_idx':42,'type':'ORG'}",no_relation
1520,"12월 26일, 소련 최고 소비에트 상원 격인 연방회의는 소련 및 연방회의 자신에 대한 해체 투표를 열었다. (하원 격인 민족회의는 12월 12일 러시아 대표단이 철수하며 정족수를 못채워 사실상 기능을 중지하였다.) 다음 날 27일부턴 옐친이 고르바초프가 사용했던 전 사무실을 이어받아 직무를 수행하기 시작했다.","{'word':'해체 투표','start_idx':49,'end_idx':53,'type':'EVE'}","{'word':'12월 26일','start_idx':0,'end_idx':6,'type':'DAT'}",eve:date
418,이 러시아 전국민들을 자극하여 그로 하여금 푸틴 대통령의 재선 공약에 공감하여 재선 성공에 이바지 했다는 분석이 있다.,"{'word':'푸틴','start_idx':24,'end_idx':25,'type':'PER'}","{'word':'대통령','start_idx':27,'end_idx':29,'type':'POH'}",per:title
1686,"의도론적 관점에서는 소련의 해체는 불가피하지 않았으며 고르바초프, 옐친을 위시한 특정 개인의 정책과 결정으로 일어난 일이라고 주장한다.","{'word':'고르바초프','start_idx':30,'end_idx':34,'type':'PER'}","{'word':'옐친','start_idx':37,'end_idx':38,'type':'PER'}",no_relation
720,"1988년 가을동안 아르메니아 내의 아제르바이잔인 20만명이 추방당했고, 이 중 100명 이상이 사망했다.","{'word':'아제르바이잔인','start_idx':20,'end_idx':26,'type':'PER'}","{'word':'아르메니아','start_idx':11,'end_idx':15,'type':'ORG'}",no_relation
41,"5월 28일, 분리주의 지도자 발레리 볼로토프는 러시아 연방법을 기본으로 한 자체적 법률 체계의 도입을 시작할 것이라고 밝혔다. ""올리가르히들이 쓴"" 우크라이나의 법률은 부적절하기 때문이라고 한다.","{'word':'발레리 볼로토프','start_idx':17,'end_idx':24,'type':'PER'}","{'word':'지도자','start_idx':13,'end_idx':15,'type':'POH'}",per:title
809,"가디언 지에 따르면, 이들은 해체된 전 베르쿠트 요원이 포함되어 있다고 말한다.","{'word':'가디언 지','start_idx':0,'end_idx':4,'type':'ORG'}","{'word':'베르쿠트 요원','start_idx':22,'end_idx':28,'type':'PER'}",no_relation
1148,이후 2014년 9월 5일에는 민스크 협정을 통해 휴전하였다.,"{'word':'민스크 협정','start_idx':17,'end_idx':22,'type':'EVE'}","{'word':'2014년 9월 5일','start_idx':3,'end_idx':13,'type':'DAT'}",no_relation
881,지역 자원군과 러시아인 자원군을 포함해 약 100여명의 병사가 있다.,"{'word':'지역 자원군','start_idx':0,'end_idx':5,'type':'ORG'}","{'word':'러시아인 자원군','start_idx':8,'end_idx':15,'type':'ORG'}",no_relation
549,키예프에선 활동가 60명이 모여 1918년 우크라이나 인민공화국의 수립기념일을 기념했다.,"{'word':'우크라이나 인민공화국','start_idx':24,'end_idx':34,'type':'ORG'}","{'word':'키예프','start_idx':0,'end_idx':2,'type':'LOC'}",no_relation
1341,위기는 2014년에 시작되어 2021년 초에 확대된 장기적인 러시아-우크라이나 전쟁에서 비롯되었다.,"{'word':'러시아-우크라이나 전쟁','start_idx':34,'end_idx':45,'type':'EVE'}","{'word':'2021년 초','start_idx':16,'end_idx':22,'type':'DAT'}",eve:date
1676,쿠데타 세력은 백악관 앞으로 특수부대를 보냈으나 대원들은 바리케이드를 뚫고 건물 장학하라는 명령을 거부했다.,"{'word':'쿠데타 세력','start_idx':0,'end_idx':5,'type':'ORG'}","{'word':'백악관','start_idx':8,'end_idx':10,'type':'LOC'}",no_relation
670,5월 3일 열린 선거 전 행진에선 3만명의 사람들이 참여했다.,"{'word':'행진','start_idx':14,'end_idx':15,'type':'EVE'}","{'word':'5월 3일','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
969,스니즈네와 토레즈 주변 마을에서 치열한 접전이 일어났다.,"{'word':'스니즈네','start_idx':0,'end_idx':3,'type':'ORG'}","{'word':'토레즈','start_idx':6,'end_idx':8,'type':'ORG'}",no_relation
804,"휴먼 라이츠 워치의 보고에 따르면, ""동부 우크라이나의 반정부군은 우크라이나 정부 지지 세력, 또는 반정부군과 맞지 않는 생각을 가진 사람에 대해 납치, 공격을 통해 괴롭히고 있다 ...","{'word':'동부 우크라이나','start_idx':21,'end_idx':28,'type':'ORG'}","{'word':'반정부군','start_idx':31,'end_idx':34,'type':'ORG'}",org:hostile
1766,"솅겐 지역에서의 여행에서, 유럽 연합은 출입국관리를 폐지했다.","{'word':'솅겐','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'유럽 연합','start_idx':15,'end_idx':19,'type':'ORG'}",no_relation
140,"12일, 도네츠크와 함께 우크라이나로부터의 독립을 공식 선포하였다.","{'word':'도네츠크','start_idx':5,'end_idx':8,'type':'ORG'}","{'word':'우크라이나','start_idx':14,'end_idx':18,'type':'ORG'}",no_relation
963,"한편, 우크라이나군은 노보스비트리브카에서 ""러시아 전차""의 공격을 받고 후퇴했다고 말했다.","{'word':'우크라이나군','start_idx':4,'end_idx':9,'type':'ORG'}","{'word':'러시아','start_idx':24,'end_idx':26,'type':'ORG'}",org:hostile
1178,"이 파이프라인은 러시아 비보르크에서 독일 메클렌부르크포어포메른주의 Lubmin으로 이어지는 노드스트림 1(: 북트랜스가스, 북유럽 가스관)과, 러시아 Ust-Luga에서 독일 Lubmin으로 이루어지는 노드스트림 2가 포함된다.","{'word':'러시아','start_idx':80,'end_idx':82,'type':'ORG'}","{'word':'독일','start_idx':95,'end_idx':96,'type':'ORG'}",no_relation
1285,"이러한 요구 사항을 발표한 이후, RSA을 장악한 시위대는 회의를 한 이후 우크라이나에게서 독립한다고 발표했다.","{'word':'우크라이나','start_idx':42,'end_idx':46,'type':'ORG'}","{'word':'시위대','start_idx':28,'end_idx':30,'type':'ORG'}",no_relation
1594,스타로빌스크 근처에서 초기 충돌이 2022년 2월 24일에 보고되었다.,"{'word':'스타로빌스크','start_idx':0,'end_idx':5,'type':'ORG'}","{'word':'2022년 2월 24일','start_idx':19,'end_idx':30,'type':'DAT'}",no_relation
5,"5월 6일 약 8,000~20,000명의 시위자들이 모스크바 연방시에 모였으며 80명이 러시아 경찰과 직면하면서 부상을 당하고 450명이 체포되었으며, 다음 날에 다른 120명이 체포되었다.","{'word':'시위자들','start_idx':23,'end_idx':26,'type':'PER'}","{'word':'모스크바 연방시','start_idx':29,'end_idx':36,'type':'ORG'}",no_relation
1522,11월 18일엔 성 소피아 대성당에서 미사를 치르는 도중에 우크라이나 독립정교회가 키예프 총대주교 및 전우크라이나를 대표하여 므스티슬라우를 축성하였다.,"{'word':'독립정교회','start_idx':39,'end_idx':43,'type':'ORG'}","{'word':'성 소피아 대성당','start_idx':9,'end_idx':17,'type':'LOC'}",no_relation
1392,11월 7일 들어선 거의 대부분의 언론에서 소련을 언급할 때 '구 소련'이라 언급하였다.,"{'word':'구 소련','start_idx':35,'end_idx':38,'type':'ORG'}","{'word':'소련','start_idx':24,'end_idx':25,'type':'ORG'}",org:alternate_names
1298,"2021년 3월 3일, 미승인국 도네츠크 인민공화국의 분리주의자들은 우크라이나군의 진지에 ""파괴를 위한 선제 사격""을 허가받았다고 발표했다.","{'word':'분리주의자','start_idx':30,'end_idx':34,'type':'ORG'}","{'word':'우크라이나군','start_idx':38,'end_idx':43,'type':'ORG'}",org:hostile
