,sentence,subject_entity,object_entity,label
21,"1994년, 우크라이나는 핵무기 포기에 동의했고, 러시아, 영국, 미국은 우크라이나의 영토 보전과 정치적 독립에 대한 위협이나 무력 사용에 대한 보장을 약속하는 부다페스트 안전 보장 각서에 서명했다.","{'word':'부다페스트 안전 보장 각서','start_idx':90,'end_idx':103,'type':'EVE'}","{'word':'1994년','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
22,"우크라이나 내무부 장관인 아르센 아바코프는 ""우리 정보에 따르면, 아침에 스니즈네에서 장갑차, 대포, AMV, 전차 및 기타 중장비가 러시아에서 우크라이나 국경을 넘은 것이 확인되었다""라고 말했다.","{'word':'아르센 아바코프','start_idx':14,'end_idx':21,'type':'PER'}","{'word':'장관','start_idx':10,'end_idx':11,'type':'POH'}",per:title
23,"이미 1991년 9월 6일 독립을 승인받은 에스토니아, 라트비아, 리투아니아의 발트 3국과 더불어 조지아는 독립국가연합에 참여하기를 거부했다.","{'word':'독립국가연합','start_idx':60,'end_idx':65,'type':'EVE'}","{'word':'발트 3국','start_idx':44,'end_idx':48,'type':'ORG'}",no_relation
24,크림 반도에서는 시민들이 행정 관청에 걸린 국기를 러시아의 국기로 바꿔다는 일까지 일어났다.,"{'word':'시민들','start_idx':9,'end_idx':11,'type':'ORG'}","{'word':'크림 반도','start_idx':0,'end_idx':4,'type':'LOC'}",no_relation
25,2020년 9월 14일 볼로디미르 젤렌스키 우크라이나 대통령은 북대서양 조약 기구 가입을 목표로 북대서양 조약 기구와 특별한 파트너십을 발전시키는 것을 제공하는 우크라이나의 새로운 국가 안보 전략을 승인했다.,"{'word':'볼로디미르 젤렌스키','start_idx':13,'end_idx':22,'type':'PER'}","{'word':'대통령','start_idx':30,'end_idx':32,'type':'POH'}",per:title
26,다른 분석가들은 러시아가 현대 우크라이나와 그 역사에 대해 왜곡된 견해를 가지고 있다고 지적했다.,"{'word':'러시아','start_idx':9,'end_idx':11,'type':'ORG'}","{'word':'현대 우크라이나','start_idx':14,'end_idx':21,'type':'ORG'}",no_relation
27,"마리우폴의 친러시아 시위대는 건물 내부를 공격한 우크라이나 민족주의자를 비난했지만, 도네츠크 인민 공화국이 다시 점령했다고 말했다.","{'word':'도네츠크 인민 공화국','start_idx':47,'end_idx':57,'type':'ORG'}","{'word':'친러시아 시위대','start_idx':6,'end_idx':13,'type':'ORG'}",no_relation
28,그 결과 2008년에 짧지만 피해가 컸던 남오세티야 전쟁이 일어났으며 결국 조지아는 독립국가연합 탈퇴를 선언하게 된다.,"{'word':'남오세티야 전쟁','start_idx':23,'end_idx':30,'type':'EVE'}","{'word':'2008년','start_idx':5,'end_idx':9,'type':'DAT'}",eve:date
29,이 점령 이후에는 현지 경찰들이 친러시아 군사와 협력하고 있다고 말했다.,"{'word':'친러시아 군사','start_idx':18,'end_idx':24,'type':'ORG'}","{'word':'경찰','start_idx':13,'end_idx':14,'type':'ORG'}",org:friendly
30,"동년 4월부터 7월 사이, 도네츠크주의 거의 대부분 지방이 인민 공화국의 세력권이었으나, 우크라이나군의 반격으로 이들 지역의 상당수를 빼앗겼다.","{'word':'우크라이나군','start_idx':50,'end_idx':55,'type':'ORG'}","{'word':'인민 공화국','start_idx':33,'end_idx':38,'type':'ORG'}",org:hostile
31,"도네츠크 인민 공화국의 대통령인 파벨 구바레프는 5월 15일에 계엄령을 선포하여 그날 21:00까지 우크라이나 정부군이 후퇴하지 않을 경우 우크라이나 정부군은 ""완전한 종말""을 보게 될 것이라고 말했다.","{'word':'파벨 구바레프','start_idx':18,'end_idx':24,'type':'PER'}","{'word':'대통령','start_idx':13,'end_idx':15,'type':'POH'}",per:title
32,5월 7일에는 반정부군이 세베로도네츠크의 검찰청 건물을 장악하기 위해 포위를 계속했다.,"{'word':'세베로도네츠크','start_idx':14,'end_idx':20,'type':'ORG'}","{'word':'반정부군','start_idx':8,'end_idx':11,'type':'ORG'}",no_relation
33,"이틀 후인 6월 2일, 루한스크 주의 국경에서 친러시아군 500명이 국경수비대를 공격하여 이 중 5명이 사망했다.","{'word':'친러시아군','start_idx':26,'end_idx':30,'type':'ORG'}","{'word':'국경수비대','start_idx':38,'end_idx':42,'type':'ORG'}",org:hostile
34,최고 의회는 5월 25일에 조기 대선을 실시한다고 밝혔다.,"{'word':'조기 대선','start_idx':15,'end_idx':19,'type':'EVE'}","{'word':'5월 25일','start_idx':7,'end_idx':12,'type':'DAT'}",eve:date
35,부상병을 후송하던 트럭 2대가 공항에서 매복하던 정부군의 공격으로 파괴되어 반군 15명에서 35명이 사망했다.,"{'word':'반군','start_idx':42,'end_idx':43,'type':'ORG'}","{'word':'트럭','start_idx':10,'end_idx':11,'type':'POH'}",org:property
36,"5월 23일, 도네츠크의 북서쪽에 위치한 하르리비카에서 친정부 민병대인 돈바스 대대가 이 마을 근처 분리주의자가 장악한 체크포인트를 점령하려 시도했다.","{'word':'돈바스 대대','start_idx':40,'end_idx':45,'type':'ORG'}","{'word':'분리주의자','start_idx':56,'end_idx':60,'type':'ORG'}",org:hostile
37,"영국은 러시아의 ""이유 없는 공격""을 비난하고 영국과 동맹국들이 단호하게 대응하겠다고 약속했다.","{'word':'러시아','start_idx':4,'end_idx':6,'type':'ORG'}","{'word':'영국','start_idx':0,'end_idx':1,'type':'ORG'}",no_relation
38,호를리우카 시의회 의원인 볼로디므르 라바크(Volodymyr Rybak)는 4월 17일 친러시아 반군으로 추정되는 마스크를 쓴 남자에게 납치당했다.,"{'word':'볼로디므르 라바크','start_idx':14,'end_idx':22,'type':'PER'}","{'word':'의원','start_idx':10,'end_idx':11,'type':'POH'}",per:title
39,고승범 금융위원회 위원장은 우크라이나 사태로 인한 금융시장 비상대응체계를 유지하겠다고 밝혔다.,"{'word':'고승범','start_idx':0,'end_idx':2,'type':'PER'}","{'word':'위원장','start_idx':10,'end_idx':12,'type':'POH'}",per:title
40,러시아 준군사 조직은 전체 반군 조직 중 15%에서 80%로 급속하게 입지를 확장했다.,"{'word':'러시아 준군사 조직','start_idx':0,'end_idx':9,'type':'ORG'}","{'word':'반군 조직','start_idx':15,'end_idx':19,'type':'ORG'}",org:member_of
41,"4월 12일, 우크라이나 경찰이 크라스니리만의 내무부 청사 공격을 격퇴했지만, 나중에 전투 이후 친러시아 반군이 건물을 점령했다.","{'word':'크라스니리만','start_idx':18,'end_idx':23,'type':'ORG'}","{'word':'우크라이나 경찰','start_idx':8,'end_idx':15,'type':'ORG'}",org:hostile
42,이는 정교회와 검찰에게 확인되었다.,"{'word':'정교회','start_idx':3,'end_idx':5,'type':'ORG'}","{'word':'검찰','start_idx':8,'end_idx':9,'type':'ORG'}",no_relation
43,2014년 2월 우크라이나 교통 봉쇄,"{'word':'우크라이나 교통 봉쇄','start_idx':9,'end_idx':19,'type':'EVE'}","{'word':'2014년 2월','start_idx':0,'end_idx':7,'type':'DAT'}",eve:date
44,"2022년 1월, 미-러 양자 외교회담이 열렸지만 위기를 해소하지는 못했다.","{'word':'미-러 양자 외교회담','start_idx':10,'end_idx':20,'type':'EVE'}","{'word':'2022년 1월','start_idx':0,'end_idx':7,'type':'DAT'}",eve:date
45,"유로마이단의 일부로서 몇 주 동안 시위가 지속된 후, 친러시아 성향의 빅토르 야누코비치 우크라이나 대통령과 우크라이나 야당 지도자들은 2014년 2월 21일 조기 선거를 요구하는 합의서에 서명했다.","{'word':'빅토르 야누코비치','start_idx':39,'end_idx':47,'type':'PER'}","{'word':'대통령','start_idx':55,'end_idx':57,'type':'POH'}",per:title
46,정부군은 낙하산병과 폭격을 동원하여 반군에 대한 공격을 시작했다.,"{'word':'정부군','start_idx':0,'end_idx':2,'type':'ORG'}","{'word':'낙하산병','start_idx':5,'end_idx':8,'type':'PER'}",org:property
47,미국의 역사가 티머시 스나이더는 푸틴의 사상을 제국주의라고 묘사했다.,"{'word':'미국','start_idx':0,'end_idx':1,'type':'ORG'}","{'word':'푸틴','start_idx':18,'end_idx':19,'type':'PER'}",no_relation
48,"5월 12일에 도네츠크 주와 루한스크 주의 주민 투표의 결과가 나온 이후, 돈바스 인민군의 지휘관인 이고리 스트렐코프는 자신을 ""도네츠크 인민 공화국의 최고사령관""으로 명명했다.","{'word':'이고리 스트렐코프','start_idx':56,'end_idx':64,'type':'PER'}","{'word':'지휘관','start_idx':51,'end_idx':53,'type':'POH'}",per:title
49,"2014년 2월 18일 오후 4시(우크라이나 현지 시간)에 키예프 지하철은 ""테러리스트 공격 위협""을 이유로 운행을 중지했다.","{'word':'테러리스트 공격 위협','start_idx':43,'end_idx':53,'type':'EVE'}","{'word':'2014년 2월 18일 오후 4시','start_idx':0,'end_idx':17,'type':'DAT'}",eve:date
50,위기는 2014년에 시작되어 2021년 초에 확대된 장기적인 러시아-우크라이나 전쟁에서 비롯되었다.,"{'word':'러시아-우크라이나 전쟁','start_idx':34,'end_idx':45,'type':'EVE'}","{'word':'2021년 초','start_idx':16,'end_idx':22,'type':'DAT'}",eve:date
51,미국 대통령 조 바이든과 러시아 대통령 블라디미르 푸틴이 전화 통화로 중재시키려 했지만 성과 없이 협상에 실패하였다.,"{'word':'조 바이든','start_idx':7,'end_idx':11,'type':'PER'}","{'word':'대통령','start_idx':3,'end_idx':5,'type':'POH'}",per:title
52,"4월 16일에는 시위대가 크라스노아르미스크, 노보아조우스크 도시 청사를 점령하고 도네츠크 인민 공화국의 국기를 계양했다.","{'word':'노보아조우스크','start_idx':25,'end_idx':31,'type':'ORG'}","{'word':'크라스노아르미스크','start_idx':14,'end_idx':22,'type':'ORG'}",no_relation
53,"2009년 루마니아 분석가 이울리안 치푸와 그의 공저자들은 우크라이나의 주권에 대해 러시아가 1980년대 말에서 1990년대 초 소련 세력권이 붕괴되기 전 ""바르샤바 조약기구 회원국의 주권보다 클 수 없다""는 브레즈네프 독트린의 개정판을 추구했다는 의견을 내새웠다.","{'word':'이울리안 치푸','start_idx':15,'end_idx':21,'type':'PER'}","{'word':'분석가','start_idx':11,'end_idx':13,'type':'POH'}",per:title
54,"2월 20일 오후 4시, 포즈니아키 역에서 페체르스카 역까지 티투스키 세력들이 지하철로 이동했다고 르비프스카 가제타(Lvivska gazeta) 방송국이 전했다.","{'word':'르비프스카 가제타','start_idx':55,'end_idx':63,'type':'ORG'}","{'word':'Lvivska gazeta','start_idx':65,'end_idx':78,'type':'ORG'}",org:alternate_names
55,"도네츠크 인민공화국이 도네츠크주의 거의 대부분을 잃었었을지라도, 도네츠크와 호를리우카 등의 주요 도시 지역을 장악하고 있기 때문에, 200만 가량의 도네츠크 주 인구 중 그 과반(過半)을 통치하고 있다.","{'word':'도네츠크','start_idx':36,'end_idx':39,'type':'ORG'}","{'word':'호를리우카','start_idx':42,'end_idx':46,'type':'ORG'}",no_relation
56,"2월 24일, 호주 총리 스콧 모리슨은 러시아 국가안전보장회의 8개 회원에 대한 여행 금지와 금융 제재를 발표했다.","{'word':'스콧 모리슨','start_idx':14,'end_idx':19,'type':'PER'}","{'word':'총리','start_idx':11,'end_idx':12,'type':'POH'}",per:title
57,"안토니우 구테흐스 유엔 사무총장은 러시아가 우크라이나에 대한 침략을 중단할 것을 촉구했고, 프랑스와 미국 대사는 2022년 2월 25일 유엔 안전보장이사회에 결의안을 제출할 것이라고 발표했다.","{'word':'안토니우 구테흐스','start_idx':0,'end_idx':8,'type':'PER'}","{'word':'사무총장','start_idx':13,'end_idx':16,'type':'POH'}",per:title
58,내무부 장관인 아르센 아바코프는 4월 9일 분리주의자들 문제는 48시간 내에 협상이나 무력을 통해 해결 할 수 있다고 말했다.,"{'word':'아르센 아바코프','start_idx':8,'end_idx':15,'type':'PER'}","{'word':'장관','start_idx':4,'end_idx':5,'type':'POH'}",per:title
59,전투 도중 병력 수송 장갑차 1대가 친러시아 시위대에게 노획되었다고 말했다.,"{'word':'친러시아 시위대','start_idx':20,'end_idx':27,'type':'ORG'}","{'word':'병력 수송 장갑차','start_idx':6,'end_idx':14,'type':'POH'}",no_relation
60,2022년 2월 21일에는 러시아의 블라디미르 푸틴 대통령이 도네츠크 인민공화국과 루간스크 인민공화국을 독립 국가로 승인했다.,"{'word':'러시아','start_idx':15,'end_idx':17,'type':'ORG'}","{'word':'블라디미르 푸틴','start_idx':20,'end_idx':27,'type':'PER'}",org:top_members/employees
61,우크라이나 정부는 6월 11일 러시아와 우크라이나 도네츠크 주 사이 국경에서 러시아 전차가 우크라이나 국경을 넘었다고 말했다.,"{'word':'러시아','start_idx':17,'end_idx':19,'type':'ORG'}","{'word':'우크라이나','start_idx':22,'end_idx':26,'type':'ORG'}",no_relation
62,"친정부 민병대는 분리주의자들에게 포위를 당해 6대 1로 열세에 놓였지만, 우크라이나 민족주의자 단체 우익 섹터의 지원으로 대대의 일부가 탈출할 수 있었다.","{'word':'친정부 민병대','start_idx':0,'end_idx':6,'type':'ORG'}","{'word':'우익 섹터','start_idx':56,'end_idx':60,'type':'ORG'}",org:friendly
63,"급기야 도네츠크주 도네츠크의 친러 시위대는 4월 7일 도네츠크주를 도네츠크 인민 공화국으로 독립을 선언했으며, 루한스크주의 루한스크도 루한스크 인민 공화국으로 독립을 선포했다.","{'word':'친러 시위대','start_idx':16,'end_idx':21,'type':'ORG'}","{'word':'도네츠크','start_idx':10,'end_idx':13,'type':'ORG'}",org:member_of
64,무장세력은 지역 경찰서 공격을 시작하면서 우크라이나 정부는 선봉대를 마리우폴로 보냈다.,"{'word':'우크라이나 정부','start_idx':23,'end_idx':30,'type':'ORG'}","{'word':'선봉대','start_idx':33,'end_idx':35,'type':'ORG'}",org:property
65,"이후 돈바스 인민군으로 이루어진 친러시아 군사가 4월 13일에 샤흐타르스크 지역 청사를 점령하고, 4월 14일에는 즈다니우카 행정청사를 점거했다.","{'word':'돈바스 인민군','start_idx':3,'end_idx':9,'type':'ORG'}","{'word':'친러시아 군사','start_idx':18,'end_idx':24,'type':'ORG'}",org:member_of
66,"3일 뒤인 2월 24일, 러시아는 전면적인 침공을 개시했다.","{'word':'러시아','start_idx':14,'end_idx':16,'type':'ORG'}","{'word':'2월 24일','start_idx':6,'end_idx':11,'type':'DAT'}",no_relation
67,"8월 말에는 친러파 군이 최고조에 달했고, 이들 분리주의자 군들은 러시아 시민들이 주도하게 되었다.","{'word':'분리주의자 군','start_idx':27,'end_idx':33,'type':'ORG'}","{'word':'친러파 군','start_idx':7,'end_idx':11,'type':'ORG'}",org:alternate_names
68,"다음 날, 야누코비치는 대통령으로서의 권한을 박탈당한 탄핵 표결을 앞두고 키예프를 떠났다.","{'word':'야누코비치','start_idx':6,'end_idx':10,'type':'PER'}","{'word':'대통령','start_idx':13,'end_idx':15,'type':'POH'}",per:title
69,이 반격은 인민 공화국의 세력권을 그저 도네츠크 부근에만 머물게 했다.,"{'word':'인민 공화국','start_idx':6,'end_idx':11,'type':'ORG'}","{'word':'도네츠크 부근','start_idx':22,'end_idx':28,'type':'LOC'}",no_relation
70,정치인인 볼로디미르 라베크는 슬로비얀스크 근처에서 친러시아 세력에게 납치당한 이후 살해된 채로 발견되었다.,"{'word':'친러시아 세력','start_idx':28,'end_idx':34,'type':'ORG'}","{'word':'볼로디미르 라베크','start_idx':5,'end_idx':13,'type':'PER'}",no_relation
71,반대로 우크라이나와 다른 유럽 국가들은 푸틴이 러시아 제국/소련의 회복을 시도하고 공격적인 군국주의 정책을 추구한다고 비난했다.,"{'word':'러시아 제국','start_idx':26,'end_idx':31,'type':'ORG'}","{'word':'소련','start_idx':33,'end_idx':34,'type':'ORG'}",org:alternate_names
72,다음 날 야누코비치는 대통령으로서의 권한을 박탈당할 탄핵 투표를 앞두고 키예프를 떠났다.,"{'word':'야누코비치','start_idx':5,'end_idx':9,'type':'PER'}","{'word':'대통령','start_idx':12,'end_idx':14,'type':'POH'}",per:title
73,"호를리우카의 시장이라고 주장하는 볼로디미르 콜로시니우크(Volodymyr Kolosniuk)는 7월 2일 ""테러 활동"" 가담 혐의로 SBU에게 체포되었다.","{'word':'볼로디미르 콜로시니우크','start_idx':18,'end_idx':29,'type':'PER'}","{'word':'시장','start_idx':7,'end_idx':8,'type':'POH'}",per:title
74,"EU 외무장관들은 탈퇴 지역의 승인에 찬성표를 던진 모든 두마 회원들을 블랙리스트에 올렸고, EU 투자자들의 러시아 국채 거래를 금지했으며, 분리주의 단체들과의 수출입도 목표물로 삼았다.","{'word':'분리주의 단체들','start_idx':79,'end_idx':86,'type':'ORG'}","{'word':'EU 투자자들','start_idx':52,'end_idx':58,'type':'ORG'}",no_relation
75,2014년 우크라이나 혁명은 2014년 2월 18일 키이우에 2만명의 시민이 우크라이나 헌법을 2004년의 헌법으로 되돌릴 것을 요구하면서 촉발된 유로마이단() 시위에서 시작되었다.,"{'word':'2014년 우크라이나 혁명','start_idx':0,'end_idx':13,'type':'EVE'}","{'word':'2014년 2월 18일','start_idx':16,'end_idx':27,'type':'DAT'}",eve:date
76,"분쟁 이후 2014년 3월 러시아가 크림반도를 합병했고, 친러 성향의 준국가인 도네츠크 인민공화국과 루한스크 인민공화국이 수립되면서 돈바스 전쟁이 발발했다.","{'word':'도네츠크 인민공화국','start_idx':44,'end_idx':53,'type':'ORG'}","{'word':'루한스크 인민공화국','start_idx':56,'end_idx':65,'type':'ORG'}",no_relation
77,2022년 2월 25일에는 조지아에서 분리 독립한 미승인 국가인 압하지야가 도네츠크 인민공화국과 루간스크 인민공화국을 독립 국가로 승인했다.,"{'word':'분리 독립','start_idx':21,'end_idx':25,'type':'EVE'}","{'word':'2022년 2월 25일','start_idx':0,'end_idx':11,'type':'DAT'}",eve:date
78,푸틴 대통령은 예비군 동원령을 선포했다.,"{'word':'푸틴','start_idx':0,'end_idx':1,'type':'PER'}","{'word':'대통령','start_idx':3,'end_idx':5,'type':'POH'}",per:title
79,"2014년 우크라이나 혁명의 여파로 동부 우크라이나와 남부 우크라이나 곳곳에서 친러시아 시위가 일어난 이후, 도네츠크 주 정부 청사(RSA)에 대한 점령 시도가 있었다.","{'word':'우크라이나 혁명','start_idx':6,'end_idx':13,'type':'EVE'}","{'word':'2014년','start_idx':0,'end_idx':4,'type':'DAT'}",eve:date
80,"5월 11일, 주의 자치 정부를 만들어 독립할지, 러시아 연방의 하나로 편입될지를 결정하는 주민투표를 5월 18일에 연다고 발표했다.","{'word':'러시아 연방','start_idx':28,'end_idx':33,'type':'ORG'}","{'word':'주의 자치 정부','start_idx':8,'end_idx':15,'type':'ORG'}",no_relation
81,보고서에서는 화가 난 주민들에게 길이 막힌 후 여단이 무장해제 당했다고 말했다.,"{'word':'여단','start_idx':26,'end_idx':27,'type':'ORG'}","{'word':'주민들','start_idx':12,'end_idx':14,'type':'PER'}",no_relation
82,"1991년을 기해 독립 국가로 인정받았음에도 불구하고, 우크라이나는 구소련의 구성국으로서 러시아의 세력 범위로 인식되어 왔다.","{'word':'우크라이나','start_idx':31,'end_idx':35,'type':'ORG'}","{'word':'구소련','start_idx':38,'end_idx':40,'type':'ORG'}",org:member_of
83,일본 정부는 러시아의 우크라이나 침공이 실제로 벌어지면 제재 방안을 검토하고 있다.,"{'word':'우크라이나','start_idx':12,'end_idx':16,'type':'ORG'}","{'word':'러시아','start_idx':7,'end_idx':9,'type':'ORG'}",org:hostile
84,"동시에, ""우크라이나 국영 뉴스""는 도네츠크 근처에서 친러시아군이 정부군을 무장 해제할려는 시도를 벌였다고 말했다.","{'word':'친러시아군','start_idx':30,'end_idx':34,'type':'ORG'}","{'word':'정부군','start_idx':37,'end_idx':39,'type':'ORG'}",org:hostile
85,"반정부군 6~20명이 사망했으며, 경찰은 1명 사망했다고 밝혔다.","{'word':'반정부군','start_idx':0,'end_idx':3,'type':'ORG'}","{'word':'경찰','start_idx':19,'end_idx':20,'type':'ORG'}",no_relation
86,"이들은 키예프에서 4월 29일 14시 00분까지 요구 사항을 받아들이지 않을 경우, 도네츠크 인민 공화국과 협력하여 반란을 일으킬 것이라는 최후 통첩을 내렸다.","{'word':'도네츠크 인민 공화국','start_idx':47,'end_idx':57,'type':'ORG'}","{'word':'4월 29일','start_idx':10,'end_idx':15,'type':'DAT'}",no_relation
87,미국은 러시아가 우크라이나를 2월 16일에 침공할 것이라고 예상했다.,"{'word':'러시아','start_idx':4,'end_idx':6,'type':'ORG'}","{'word':'우크라이나','start_idx':9,'end_idx':13,'type':'ORG'}",org:hostile
88,"노드스트림(, Severny potok)은 유럽 발트해 아래 위치한 천연가스 파이프라인으로, 러시아에서 독일로 직접적으로 이어진다.","{'word':'러시아','start_idx':52,'end_idx':54,'type':'ORG'}","{'word':'독일','start_idx':58,'end_idx':59,'type':'ORG'}",no_relation
89,"러시아, 몰도바, 벨라루스, 아르메니아, 아제르바이잔, 우즈베키스탄, 카자흐스탄, 키르기스스탄, 타지키스탄이 공식 회원국으로 참여하고 있으며 투르크메니스탄, 몽골, 아프가니스탄은 비공식 참관국으로 참여하고 있다.","{'word':'카자흐스탄','start_idx':39,'end_idx':43,'type':'ORG'}","{'word':'우즈베키스탄','start_idx':31,'end_idx':36,'type':'ORG'}",no_relation
